year,portfolio,ISIN,name,country,weight,ci,cf_per_weight
2013,vw_drift,JP3633400001,TOYOTA MOTOR,JP,0.05564794060366751,11.516275142521295,16.294735007992305
2013,vw_drift,AU000000BHP4,BHP GROUP,AU,0.042115743296134024,329.4660755146728,173.69586186189173
2013,vw_drift,AU000000CBA7,COMMONWEALTH BK.OF AUS.,AU,0.0361988414385492,0.22976128852495517,0.10066709056033145
2013,vw_drift,AU000000WBC1,WESTPAC BANKING,AU,0.03037474452164804,0.2424948657744411,0.11672880416523579
2013,vw_drift,JP3902900004,MITSUBISHI UFJ FINL.GP.,JP,0.026180626232776553,0.37365369338331517,0.2356761279616212
2013,vw_drift,AU000000ANZ3,ANZ GROUP HOLDINGS,AU,0.025370164110690804,0.42653063075284786,0.21020265328751286
2013,vw_drift,JP3854600008,HONDA MOTOR,JP,0.02286123191778776,13.690452442557799,20.508351116934257
2013,vw_drift,AU000000NAB4,NATIONAL AUS.BANK,AU,0.022679622192050768,0.42255082061363747,0.3056608692069693
2013,vw_drift,JP3726800000,JAPAN TOBACCO,JP,0.021262855516782714,22.18137304447431,6.349151739253161
2013,vw_drift,AU000000TLS2,TELSTRA GROUP,AU,0.02000890149345428,2.009111768485008,0.89149161861608
2013,vw_drift,JP3890350006,SUMITOMO MITSUI FINL.GP.,JP,0.0185569613799006,0.13857339299016877,0.11247513568421956
2013,vw_drift,JP3242800005,CANON,JP,0.015898995957279123,3.4083648386453236,2.678441648399843
2013,vw_drift,JP3672400003,NISSAN MOTOR,JP,0.015176500682408927,8.176861977202416,18.31151658959873
2013,vw_drift,AU000000WOW2,WOOLWORTHS GROUP,AU,0.013498134469397925,8.779929535268318,12.633744937067148
2013,vw_drift,JP3463000004,TAKEDA PHARMACEUTICAL,JP,0.013269118077973832,10.141722160875958,4.309650943783937
2013,vw_drift,AU000000WES1,WESFARMERS,AU,0.013158699816946161,40.87489855908115,63.39949334462042
2013,vw_drift,JP3898400001,MITSUBISHI,JP,0.011220709205381254,51.20743267166512,95.00547785344008
2013,vw_drift,JP3551500006,DENSO,JP,0.011109815447882147,15.040850157403815,17.060009631422982
2013,vw_drift,JP3496400007,KDDI,JP,0.010998120329196913,0.07503500381654968,0.08909902054568389
2013,vw_drift,HK0011000095,HANG SENG BANK DEAD - DELIST.28/01/26,HK,0.010423856922859033,0.0,0.0
2013,vw_drift,AU0000224040,WOODSIDE ENERGY GROUP,AU,0.010157396015596936,1442.9465773539716,300.6496835387096
2013,vw_drift,JP3788600009,HITACHI,JP,0.009458183442076327,9.086316711541375,32.0679867165324
2013,vw_drift,AU000000CSL8,CSL,AU,0.009427365950487071,11.579611370152607,1.953427836778747
2013,vw_drift,JP3893600001,MITSUI,JP,0.009023812427694818,25.87867836527121,50.26151464032432
2013,vw_drift,JP3783600004,EAST JAPAN RAILWAY,JP,0.008900662166743185,7.337568764375083,7.845276209760271
2013,vw_drift,JP3304200003,KOMATSU,JP,0.008718882858348546,6.083805335337114,4.71964858727845
2013,vw_drift,JP3371200001,SHIN-ETSU CHEMICAL,JP,0.008626180997319533,123.99632080143472,53.606763952058095
2013,vw_drift,HK0003000038,HONG KONG AND CHINA GAS,HK,0.008251120686161757,249.32330976849352,32.27980017957402
2013,vw_drift,HK0066009694,MTR,HK,0.007910269519746136,11.277347649447377,2.1839733223591704
2013,vw_drift,JP3942400007,ASTELLAS PHARMA,JP,0.007897028771849241,7.615397369506793,3.326401225463054
2013,vw_drift,JP3910660004,TOKIO MARINE HOLDINGS,JP,0.007360535746064055,0.5103550696134227,0.8094524969563086
2013,vw_drift,HK0388045442,HONG KONG EXCHANGES AND CLEARING,HK,0.007289251177150536,0.14082489395642683,0.005291591797485308
2013,vw_drift,HK0002007356,CLP HOLDINGS,HK,0.007141917099158694,2829.3242424076534,1780.619485177722
2013,vw_drift,JP3762600009,NOMURA HDG.,JP,0.007027119615383606,0.17626858494552625,0.1717200012870719
2013,vw_drift,JP3830800003,BRIDGESTONE,JP,0.007021230774468135,62.029725339017894,96.42192263229956
2013,vw_drift,JP3294460005,INPEX,JP,0.006904338446098613,37.09274367432907,23.35972036203061
2013,vw_drift,AU000000NCM7,NEWCREST MINING DEAD - DELIST.08/11/23,AU,0.006258670765441817,382.4201615014239,81.96365784694898
2013,vw_drift,HK0006000050,POWER ASSETS HOLDINGS,HK,0.006129305798860024,6673.762504925252,486.0802564073353
2013,vw_drift,JP3900000005,MITSUBISHI HEAVY INDS.,JP,0.006068625133774531,5.074177870105436,8.51195681475978
2013,vw_drift,JP3592200004,TOSHIBA DEAD - DELIST.20/12/23,JP,0.006009939558778976,12.013458913170686,41.55096300304468
2013,vw_drift,JP3566800003,CENTRAL JAPAN RAILWAY,JP,0.0059245098011277905,4.671222159296967,4.490025688559471
2013,vw_drift,JP3902400005,MITSUBISHI ELECTRIC,JP,0.0057744091982112325,8.315770357470692,18.542128060458854
2013,vw_drift,SG1U68934629,KEPPEL,SG,0.00558656814109333,51.959358429316765,34.830470895991
2013,vw_drift,AU000000AMP6,AMP,AU,0.005401324026242497,0.008974394620985211,0.009040960117213592
2013,vw_drift,JP3866800000,PANASONIC HOLDINGS,JP,0.005214121397953375,8.275773164249243,41.717673648001444
2013,vw_drift,SGXE21576413,GENTING SINGAPORE,SG,0.004995196837234222,1.634446700255682,0.2586791652770816
2013,vw_drift,AU000000QBE9,QBE INSURANCE GROUP,AU,0.0049455390448956416,0.6487553522918545,0.7245952936604467
2013,vw_drift,JP3205800000,KAO,JP,0.00493122094835018,43.14549449572554,42.41382542361567
2013,vw_drift,JP3435000009,SONY GROUP,JP,0.0049232439131405735,4.183422626930422,20.344412565648707
2013,vw_drift,JP3266400005,KUBOTA,JP,0.004871009129435821,24.498023336716354,19.933114842729772
2013,vw_drift,AU000000SUN6,SUNCORP GROUP,AU,0.004831878762471819,0.41453603601930317,0.45309060229256687
2013,vw_drift,AU000000ORG5,ORIGIN ENERGY (EX BORAL),AU,0.004729141598290412,950.9628751415604,960.6717319372199
2013,vw_drift,AU000000MQG1,MACQUARIE GROUP,AU,0.004608428672398655,0.0,0.0
2013,vw_drift,JP3914400001,MURATA MANUFACTURING,JP,0.004521216634267124,17.492585333970244,8.987256775928271
2013,vw_drift,JP3890310000,MS&AD INSURANCE GP.HDG.,JP,0.0043725591465156215,0.626589574404727,1.749434979269899
2013,vw_drift,JP3877600001,MARUBENI,JP,0.004149631105015992,0.0028830313095057417,0.011859420987809637
2013,vw_drift,JP3258000003,KIRIN HOLDINGS,JP,0.004060763142109811,22.73516162284791,43.946948437923496
2013,vw_drift,IE00BKVD2N49,SEAGATE TECHNOLOGY HOLDINGS,SG,0.004017732374019978,19.47856967915748,26.328534800535632
2013,vw_drift,JP3573000001,TOKYO GAS,JP,0.003998579509156564,131.11698355683038,226.02421901896508
2013,vw_drift,HK0823032773,LINK REAL ESTATE INVESTMENT TRUST,HK,0.003986731999172476,0.0,0.0
2013,vw_drift,AU000000STO6,SANTOS,AU,0.003946038811638021,1071.9687806220209,309.9173776569972
2013,vw_drift,JP3200450009,ORIX,JP,0.0039237636307838525,33.4321429456323,24.35581927855827
2013,vw_drift,JP3475350009,DAIICHI SANKYO,JP,0.0039025425225272022,12.212849820260306,11.100384784483198
2013,vw_drift,HK0019000162,SWIRE PACIFIC 'A',HK,0.003879695415847251,2844.092886297964,1378.1423635960036
2013,vw_drift,JP3481800005,DAIKIN INDUSTRIES,JP,0.0037624040694597396,69.43645308923807,82.8067899308793
2013,vw_drift,JP3519400000,CHUGAI PHARM.,JP,0.0037216709801234857,12.816324675490689,4.837261413680066
2013,vw_drift,JP3657400002,NIKON,JP,0.003709201667061367,2.5057608502902604,2.3776803027165423
2013,vw_drift,AU000000IAG3,INSURANCE AUS.GROUP,AU,0.003630744749274518,1.00136758696601,0.8474188207021862
2013,vw_drift,JP3505000004,DAIWA HOUSE INDUSTRY,JP,0.003616579609635951,9.574366107673903,18.549948328681076
2013,vw_drift,JP3951600000,UNI CHARM,JP,0.003603704628255545,6.080078629938535,2.890460355130046
2013,vw_drift,JP3814800003,SUBARU,JP,0.0036035283952976006,9.318698956141269,17.255395540725964
2013,vw_drift,SG1V61937297,SINGAPORE AIRLINES,SG,0.003571533800555279,1164.5597140301559,1323.5577419916451
2013,vw_drift,JP3634600005,TOYOTA INDS.,JP,0.003544872746653395,11.48580846321351,18.11045898099484
2013,vw_drift,JP3116000005,ASAHI GROUP HOLDINGS,JP,0.003411843464606415,15.365847035573285,25.534270499536095
2013,vw_drift,JP3814000000,FUJIFILM HOLDINGS,JP,0.0033943232484666013,31.485407180680507,72.86969180145434
2013,vw_drift,JP3502200003,DAIWA SECURITIES GROUP,JP,0.0033855215760198202,0.23520436845731868,0.11579757915289995
2013,vw_drift,JP3684000007,NITTO DENKO,JP,0.0033626944202407687,58.31596714893823,40.55192817893168
2013,vw_drift,SG1F60858221,SINGAPORE TECHS.ENGR.,SG,0.0033087704602598684,7.6680701667096836,3.964931251344121
2013,vw_drift,AU000000ORI1,ORICA,AU,0.003242413763868499,273.73435320030035,194.84821324188457
2013,vw_drift,AU000000TCL6,TRANSURBAN GROUP STAPLED UNITS,AU,0.003154935713724975,0.14034712522305168,0.015493091346001834
2013,vw_drift,JP3526600006,CHUBU ELEC.POWER,JP,0.0030753914718391084,1913.7882534763532,5953.153246663381
2013,vw_drift,JP3621000003,TORAY INDS.,JP,0.0030636304157589185,187.79411518876543,343.84550513322284
2013,vw_drift,JP3402600005,SUMITOMO METAL MINING,JP,0.0030259830657617705,153.01935328326965,143.81190049987416
2013,vw_drift,JP3388200002,AEON,JP,0.0029946967280013777,4.247676629539556,28.496480202527145
2013,vw_drift,JP3407400005,SUMITOMO ELECTRIC IND.,JP,0.0029646539963970467,8.282217450006382,21.674097253767165
2013,vw_drift,JP3119600009,AJINOMOTO,JP,0.0029254405006792963,105.22537042051734,151.62674814046957
2013,vw_drift,JP3165700000,NTT DATA GROUP DEAD - DELIST.26/09/25,JP,0.002871327007139852,0.42931259473203576,0.6840621735736835
2013,vw_drift,SG1R89002252,CITY DEVELOPMENTS,SG,0.0028529755034625635,1.0729419350592835,0.33822883243453666
2013,vw_drift,JP3228600007,KANSAI ELECTRIC PWR.,JP,0.00285144593439361,1682.7803812855693,6032.378702309749
2013,vw_drift,JP3818000006,FUJITSU,JP,0.0027945692410796005,4.719031783874553,26.771882146605204
2013,vw_drift,JP3868400007,MAZDA MOTOR,JP,0.0027676854021176727,6.482868234561631,18.081357699714903
2013,vw_drift,JP3539220008,T & D HOLDINGS,JP,0.002762484867283232,0.10857180229818672,0.3127162864038229
2013,vw_drift,HK0010000088,HANG LUNG GROUP,HK,0.0027246612843281393,0.47552345658625195,0.05974176541658022
2013,vw_drift,JP3734800000,NIDEC,JP,0.002719041780574811,2.344924546793303,2.1237098273247565
2013,vw_drift,JP3111200006,ASAHI KASEI,JP,0.0026842274585053764,288.9519915667413,607.5686590275627
2013,vw_drift,SGXE34184239,SEATRIUM,SG,0.002660346230128807,19.641435690286958,8.77112945399641
2013,vw_drift,JP3973400009,RICOH,JP,0.002655870578027044,8.674088765950007,22.210481243786948
2013,vw_drift,AU000000SGP0,STOCKLAND STAPLED UNITS,AU,0.0026355173339595167,9.613342494846648,2.330050050403671
2013,vw_drift,SG1R50925390,SEMBCORP INDUSTRIES,SG,0.0026268952196208304,778.847665671851,810.1183785480654
2013,vw_drift,JP3659000008,WEST JAPAN RAILWAY,JP,0.0025946445883169673,7.131916273870434,12.815435936276526
2013,vw_drift,BMG524401079,KERRY PROPERTIES,HK,0.002585985897326632,0.6379610267494771,0.28326936306182937
2013,vw_drift,JP3551520004,DENTSU GROUP,JP,0.0025699520233038223,0.05786019863496524,0.15746238434536663
2013,vw_drift,JP3112000009,AGC,JP,0.002569290318423993,410.1454895786856,682.0381941388717
2013,vw_drift,JP3940000007,YAMATO HDG.,JP,0.002542649215423008,42.49777339592504,76.41563964680282
2013,vw_drift,JP3571400005,TOKYO ELECTRON,JP,0.0025388020166995755,1.5558012851685632,1.179544606196342
2013,vw_drift,JP3180400008,OSAKA GAS,JP,0.0025283776709796447,239.8980688028916,473.39251426918116
2013,vw_drift,HK0293001514,CATHAY PACIFIC AIRWAYS,HK,0.00252591040956842,1242.2434126275682,2094.881640992157
2013,vw_drift,BMG8063F1068,SHANGRI-LA ASIA,HK,0.0025105315901251405,73.80705822868507,20.107335900176555
2013,vw_drift,AU000000CIM7,CIMIC GROUP DEAD - DELIST.11/05/22,AU,0.002446186609574459,160.9360674876165,431.176273886649
2013,vw_drift,JP3982100004,LAWSON DEAD - DELIST.24/07/24,JP,0.002434448829545318,1.3658511158070636,0.9878000142050888
