portfolio,annualized_return,annualized_volatility,annualized_rf,return_to_volatility,excess_sharpe_ratio,minimum_monthly_return,maximum_monthly_return,cumulative_return,terminal_growth,start_date,end_date,n_months
mv,0.08299191454165467,0.11575008193722285,0.012550000000000002,0.7169922746721286,0.6085690252889747,-0.08075251300642122,0.11035281109486914,1.6031702425822392,2.603170242582239,2014-01-31,2025-12-31,144
mv_50,0.09060464520347389,0.1170496783655462,0.012550000000000002,0.7740700057330832,0.6668505739905511,-0.08135847041817262,0.10626550666412854,1.831444919811302,2.831444919811302,2014-01-31,2025-12-31,144
