date,vw,vw_nz
2014-01-31,-0.0435127722073147,-0.04021240428802773
2014-02-28,0.01923710417884276,0.029661859396057054
2014-03-31,0.002667060585014067,0.007342209814084513
2014-04-30,-0.006863162070882226,0.0025877604951291605
2014-05-30,0.030302266320730617,0.03413785872669811
2014-06-30,0.03215080530918248,0.02806496840858628
2014-07-31,0.021840218387285195,0.018704420647076593
2014-08-29,-0.011839640947987775,-0.004145257423608302
2014-09-30,-0.03641353896613268,-0.051184132558985095
2014-10-31,0.008397355326879094,0.005237459008663589
2014-11-28,-0.00935263680735788,-0.01874831439591727
2014-12-31,-0.013952640197414906,-0.005856447347872044
2015-01-30,0.01878321379778549,0.010383140686949188
2015-02-27,0.04818526601732748,0.05587965837577857
2015-03-31,0.008499669978513223,0.0009988802035255599
2015-04-30,0.04339153971251602,0.05494004663530599
2015-05-29,-0.00048766076898099434,0.008097788910819326
2015-06-30,-0.0244906221800913,-0.024591234821039906
2015-07-31,-0.00576394073078076,-0.0031826224801737957
2015-08-31,-0.07545156150749388,-0.07662707058590301
2015-09-30,-0.05303131617415789,-0.04327078171436063
2015-10-30,0.08861270730382027,0.10088668089616887
2015-11-30,-0.010329047446440847,-0.01674881423949655
2015-12-31,0.00995863526575407,0.0171337194169676
2016-01-29,-0.08064196513267868,-0.08023919969612045
2016-02-29,-0.013551074912702174,-0.013530734290764172
2016-03-31,0.06865785126476041,0.07818901731170187
2016-04-29,0.03163972673896205,0.0369629877311486
2016-05-31,-0.01395523332003342,-0.014437783659699183
2016-06-30,-0.010704338215011143,-0.010731346559003043
2016-07-29,0.061257622995472064,0.07444966150796892
2016-08-31,0.0008252666820156799,-0.0004777138897154084
2016-09-30,0.018147197670931974,0.02252048572681555
2016-10-31,0.002186694308238245,0.0017776895099722223
2016-11-30,-0.01938349476549439,-0.02191722128033849
2016-12-30,0.00418390562482898,0.013618994565082426
2017-01-31,0.044008808681718345,0.03126962141913363
2017-02-28,0.02021223374765484,0.019062152581277962
2017-03-31,0.007494005023622635,0.005102632119586255
2017-04-28,0.006950162811556661,0.007557323473079672
2017-05-31,0.021554390327776528,0.01360733670725936
2017-06-30,0.01178570751475719,0.013967192325315275
2017-07-31,0.029101810893940608,0.02730143123731467
2017-08-31,0.0009691910932250903,0.002441097197466615
2017-09-29,0.009006922539495404,0.008799081937556175
2017-10-31,0.03591515536865918,0.034633164839926296
2017-11-30,0.024265244978447877,0.02376618415388631
2017-12-29,0.011116717346631944,0.018142511752665257
2018-01-31,0.04749331140662422,0.041527281371041974
2018-02-28,-0.02305592766770853,-0.032627269587955525
2018-03-30,-0.02544824223105958,-0.024092105914980795
2018-04-30,0.011847365533356233,0.014435183051068189
2018-05-31,-0.008392158080193014,-0.00444578720017344
2018-06-29,-0.022654471138383037,-0.019048970003476686
2018-07-31,0.01074350619689626,0.016636936975259514
2018-08-31,-0.006412787347662502,-0.011315150680033805
2018-09-28,0.01910154098447456,0.02062848843825573
2018-10-31,-0.08410320768199933,-0.076493197227116
2018-11-30,0.015171950406803747,0.01610692994812137
2018-12-31,-0.0506157077243855,-0.04932051036193201
2019-01-31,0.060708130236506494,0.07038542061931267
2019-02-28,0.011952649320448797,0.007104511440941258
2019-03-29,0.010925846534202926,0.0020482484094326474
2019-04-30,0.014664674766271188,0.013370601596173665
2019-05-31,-0.039074686956954395,-0.045616813460298604
2019-06-28,0.043944832909084144,0.03588616480092194
2019-07-31,-0.002964148500095511,-0.002947695871394085
2019-08-30,-0.02647841303720931,-0.02374930629889457
2019-09-30,0.02969831839530101,0.036368298687082926
2019-10-31,0.04160799958834435,0.048899975248643465
2019-11-29,0.0016866094024951491,-0.0007961346947208804
2019-12-31,0.024643256686344314,0.027154669254123187
2020-01-31,-0.017955842627167873,-0.027894581916535495
2020-02-28,-0.08273695855552066,-0.08502006677485029
2020-03-31,-0.10756813403290805,-0.1441531546911261
2020-04-30,0.06538730599079394,0.09343350465090544
2020-05-29,0.036090180848006664,0.043627874693752525
2020-06-30,0.020630057000006582,0.038463222550274054
2020-07-31,-0.007512856218365385,0.02011758453658083
2020-08-31,0.06459253734982312,0.06575771757767551
2020-09-30,-0.01168860098102131,-0.017396510478813472
2020-10-30,-0.012329619206600573,-0.00677858396628262
2020-11-30,0.13065231586517784,0.11964483242011248
2020-12-31,0.04442105359127855,0.05820459904902121
2021-01-29,-0.004834193234097343,0.014017685694576808
2021-02-26,0.023294916353885104,0.0041461042984244165
2021-03-31,0.015390884931859127,0.02468913248610257
2021-04-30,-0.000764731827599144,0.01961303139251971
2021-05-31,0.020952300431233573,0.012058611789763923
2021-06-30,-0.008606336456252816,-0.011471640674864666
2021-07-30,-0.016385630144915862,-0.024969575278036418
2021-08-31,0.02354395082826304,0.007392166407852658
2021-09-30,0.010862565309122895,0.0038110235163184934
2021-10-29,-0.011143856854441931,0.006860081784825262
2021-11-30,-0.035693279404749506,-0.048091275057622215
2021-12-31,0.02832434408473124,0.024682848922835413
2022-01-31,-0.03679454983007664,-0.036216855178774876
2022-02-28,0.001137567847603244,0.014251300161586938
2022-03-31,0.015780629296833815,0.010003295885297407
2022-04-29,-0.06813256810162696,-0.051349448047015134
2022-05-31,0.008228927512230753,0.015244474582389513
2022-06-30,-0.07138377843269311,-0.04988799718820154
2022-07-29,0.04318699837685748,0.045614371176587766
2022-08-31,-0.01990349648981729,-0.02998590245339771
2022-09-30,-0.09863899647848878,-0.10588077891032507
2022-10-31,0.015425737359738442,0.01215587824582038
2022-11-30,0.10641780522277844,0.10667896845023553
2022-12-30,0.0017777579688077866,0.0123691020964241
2023-01-31,0.06512673637150526,0.07124662058415836
2023-02-28,-0.044365654185774664,-0.046682719529554675
2023-03-31,0.028554106308246556,0.013877600934943963
