date,mv,mv_50
2018-07-31,0.003602861437628552,-0.0017890111327106923
2018-08-31,-0.0022186047641842696,-0.005333721130096461
2018-09-28,0.017321983764596524,0.01818407918372477
2018-10-31,-0.05185306191099687,-0.05572805975571484
2018-11-30,-0.005187717250341749,-0.003942141505209171
2018-12-31,-0.01595973387383791,-0.020377980313975197
2019-01-31,0.03736465655915205,0.042753290967119946
2019-02-28,-0.002280955065600228,-0.006751945868615101
2019-03-29,-0.016467761545005052,-0.01826648715181486
2019-04-30,-0.02749211469752871,-0.02796952675581469
2019-05-31,-0.027934681735841908,-0.027873405539911703
2019-06-28,0.013480956462447163,0.01838233186731083
2019-07-31,-0.0010008375736113048,-0.002342351917932022
2019-08-30,-0.026708273301119807,-0.026063718481285164
2019-09-30,0.0280756249418185,0.03282167343335851
2019-10-31,0.02182902711948468,0.02551904696229136
2019-11-29,-0.0017600250449290506,0.0020556735025826604
2019-12-31,0.024808428066572637,0.022621522988300453
2020-01-31,-0.0188556925758067,-0.01952557837618405
2020-02-28,-0.07638963277060737,-0.08506132572424319
2020-03-31,-0.09597565350401736,-0.09791312237477293
2020-04-30,0.038335865481302085,0.03912476802346154
2020-05-29,0.024374913128269407,0.028934846285406185
2020-06-30,-0.02022923917105822,-0.020706954655861635
2020-07-31,-0.038941523859050975,-0.04259262221789063
2020-08-31,0.07383187599705197,0.07311042808075692
2020-09-30,0.001205233294405133,-0.004479916984358659
2020-10-30,-0.0006945088179934416,-0.001821250471962937
2020-11-30,0.07892859550193874,0.07704559065357774
2020-12-31,0.01830633658062075,0.030300172891357325
2021-01-29,0.02515964829617105,0.02311314234439238
2021-02-26,-0.02957821025293714,-0.031982060743091206
2021-03-31,0.05345532557708532,0.05273428594581479
2021-04-30,-0.004705523975955481,-0.006455356267505805
2021-05-31,-0.002691740182687757,0.0029344757295380244
2021-06-30,-0.0006645278852559764,0.0011568153842406005
2021-07-30,-0.0016995010968697656,-0.006870111466643444
2021-08-31,0.034181321347745874,0.040697649583116335
2021-09-30,0.010046196063846033,0.012036731793074313
2021-10-29,-0.019824990124465362,-0.026468181164759498
2021-11-30,-0.01171020958976439,-0.01085318582196678
2021-12-31,0.01427930596428056,0.010425118735302538
2022-01-31,-0.03718045435646887,-0.040320669829432304
2022-02-28,0.008303028135258787,0.0037142370222769017
2022-03-31,-0.024400613776329842,-0.024556881095302265
2022-04-29,-0.03251417926624177,-0.040204442402277454
2022-05-31,0.034184229654741445,0.03807596404488033
2022-06-30,-0.05654780616412512,-0.04639745043220915
2022-07-29,0.03265403179530184,0.034636444568182004
2022-08-31,-0.01586646092232387,-0.020726504652575445
2022-09-30,-0.05639754853826231,-0.05343935340820678
2022-10-31,-0.014786700184928378,-0.019165202414931408
2022-11-30,0.09141251947640155,0.09465378962750143
2022-12-30,0.004552494152090275,0.009519554578947648
2023-01-31,0.03831261607565372,0.041164271843302784
2023-02-28,-0.043066022663102825,-0.042284409929630506
2023-03-31,0.04731534600046994,0.044504538529324025
2023-04-28,0.03494131265685956,0.0345062476931584
2023-05-31,-0.0071265477540746296,-0.01083435425164107
2023-06-30,0.020805999842123432,0.021173757757015212
2023-07-31,0.036002933735855,0.03398590916599514
2023-08-31,0.023149294756342184,0.02211033871551684
2023-09-29,-0.010906307049570685,-0.011166447240086728
2023-10-31,-0.027140411118727233,-0.03430435663496745
2023-11-30,-0.13059914938629058,-0.15953830077973516
2023-12-29,0.0638831613536105,0.0732576966326022
2024-01-31,0.014881065199046755,0.014069931872160601
2024-02-29,0.0008056877921196592,0.0001831885673434109
2024-03-29,0.046875226834727224,0.04990728317381969
2024-04-30,-0.02050912898012591,-0.018764686032060662
2024-05-31,-0.010710526829096543,-0.01646338814554643
2024-06-28,-0.038789173035717245,-0.04306472622772964
2024-07-31,0.08197651406370837,0.08503758196866061
2024-08-30,-0.006922668862773302,-0.009322904728417788
2024-09-30,0.013764516245321098,0.01749934790629686
2024-10-31,-0.03620980833967708,-0.03716721683639348
2024-11-29,0.04523827781072609,0.04439141465357015
2024-12-31,-0.020153119867006977,-0.0177829473468666
2025-01-31,0.04767720661507413,0.05796687237519529
2025-02-28,0.052941625869100534,0.056099189382490686
2025-03-31,0.03805677552659362,0.040617084474613985
2025-04-30,0.07916918782803903,0.08643514460942295
2025-05-30,0.016647022176135434,0.015783587579881905
2025-06-30,0.052317811500719305,0.05831533767197956
2025-07-31,0.013175838992472202,0.01348636905038628
2025-08-29,0.031608204708981465,0.02962027478608755
2025-09-30,0.022935684227250775,0.0242072463989112
2025-10-31,-0.0008144234264528885,0.000877103891341758
2025-11-28,0.02496012511374495,0.024362361606630138
2025-12-31,0.00042170372828996463,-0.004452555758532997
