portfolio,annualized_return,annualized_volatility,annualized_rf,return_to_volatility,excess_sharpe_ratio,tracking_error_vs_vw,minimum_monthly_return,maximum_monthly_return,cumulative_return,terminal_growth
vw,0.07369214106674002,0.13140925984795968,0.017475,0.560783472580256,0.4278019762974328,,-0.1144225119748022,0.1329161675884339,1.1779639304129508,2.1779639304129508
mv,0.08704520583782963,0.11539593058900788,0.017475,0.7543178116726517,0.6028826621764476,0.0914246867787679,-0.08389684048948634,0.10863884796400676,1.6174645298432946,2.6174645298432946
