portfolio,annualized_return,annualized_volatility,annualized_rf,return_to_volatility,excess_sharpe_ratio,tracking_error_vs_vw,minimum_monthly_return,maximum_monthly_return,cumulative_return,terminal_growth
vw,0.07368693562431314,0.12887077939939218,0.017475,0.5717893223563502,0.4361883732393898,,-0.1075507287831457,0.13080241164858106,1.186456278811069,2.186456278811069
vw_50,0.09035596121131498,0.1395288572917833,0.017475,0.6475790239030069,0.5223361147357926,0.03143841133316014,-0.1510273355519124,0.12833420364101145,1.6213500270463221,2.621350027046322
