year,rank,ISIN,name,country,ci_tco2e_per_musd_revenue,vw_weight,vw_waci_contribution
2013,1,HK0006000050,POWER ASSETS HOLDINGS,HK,6673.762504925252,0.006129305798860024,40.90553122165294
2013,2,HK0002007356,CLP HOLDINGS,HK,2829.3242424076534,0.007141917099158694,20.206799185915436
2013,3,AU0000224040,WOODSIDE ENERGY GROUP,AU,1442.9465773539716,0.010157396015596936,14.656579815534467
2013,4,AU000000BHP4,BHP GROUP,AU,329.4660755146728,0.042115743296134024,13.875708661160667
2013,5,HK0019000162,SWIRE PACIFIC 'A',HK,2844.092886297964,0.003879695415847251,11.034214133213988
2013,6,JP3551200003,ELEC.POWER DEV.,JP,7599.154637949945,0.0012463693558365174,9.471353471003756
2013,7,JP3526600006,CHUBU ELEC.POWER,JP,1913.7882534763532,0.0030753914718391084,5.8856480736470385
2013,8,JP3522200009,CHUGOKU ELEC.POWER,JP,3122.7360733726646,0.0015800681242797078,4.9341357300745265
2013,9,JP3228600007,KANSAI ELECTRIC PWR.,JP,1682.7803812855693,0.00285144593439361,4.798357276694065
2013,10,AU000000ORG5,ORIGIN ENERGY (EX BORAL),AU,950.9628751415604,0.004729141598290412,4.497238091261805
2014,1,HK0006000050,POWER ASSETS HOLDINGS,HK,6805.780051772541,0.004805064329024487,32.70221095795866
2014,2,HK0002007356,CLP HOLDINGS,HK,2840.791553196561,0.005717308285805561,16.241681085337145
2014,3,AU0000224040,WOODSIDE ENERGY GROUP,AU,1800.2054235632997,0.008172946538985216,14.712982685974087
2014,4,JP3551200003,ELEC.POWER DEV.,JP,7962.301468720035,0.0014427591354046318,11.487683182841547
2014,5,AU000000BHP4,BHP GROUP,AU,362.9017238151618,0.03091722153381718,11.219912990197495
2014,6,HK0019000162,SWIRE PACIFIC 'A',HK,2575.9583332641487,0.0029305781641268177,7.549047243164426
2014,7,JP3526600006,CHUBU ELEC.POWER,JP,2032.752493813691,0.002655376394871755,5.397722988689568
2014,8,JP3522200009,CHUGOKU ELEC.POWER,JP,3404.147672539395,0.0014328104578675248,4.877498385339839
2014,9,AU000000ORG5,ORIGIN ENERGY (EX BORAL),AU,1166.1681910641719,0.004139723281162365,4.827613610299353
2014,10,JP3228600007,KANSAI ELECTRIC PWR.,JP,1649.4262353024342,0.002846521133965498,4.695126637705527
2015,1,HK0006000050,POWER ASSETS HOLDINGS,HK,32598.88814506505,0.006101812193599045,198.91229318132926
2015,2,HK0002007356,CLP HOLDINGS,HK,3213.992485417491,0.006096543831889555,19.594246062711385
2015,3,JP3551200003,ELEC.POWER DEV.,JP,8674.102008337657,0.0017929457764676207,15.55219456049831
2015,4,AU0000224040,WOODSIDE ENERGY GROUP,AU,1541.7130450656605,0.00605287309916025,9.33179341710237
2015,5,AU000000BHP4,BHP GROUP,AU,376.92924954224037,0.02015594930911971,7.59736684689793
2015,6,HK0019000162,SWIRE PACIFIC 'A',HK,2243.7011000585717,0.003309526258421742,7.425587706693592
2015,7,JP3526600006,CHUBU ELEC.POWER,JP,2277.9756769147098,0.0026265047188726675,5.983113864893644
2015,8,JP3522200009,CHUGOKU ELEC.POWER,JP,3721.0733434700187,0.0013968371006805856,5.197733300512474
2015,9,AU000000ORG5,ORIGIN ENERGY (EX BORAL),AU,1520.4375639207483,0.0025918983881993707,3.940819671283965
