portfolio,annualized_return,annualized_volatility,annualized_rf,return_to_volatility,excess_sharpe_ratio,tracking_error_vs_vw,minimum_monthly_return,maximum_monthly_return,cumulative_return,terminal_growth
vw,0.07368693562431314,0.12887077939939218,0.017475,0.5717893223563502,0.4361883732393898,,-0.1075507287831457,0.13080241164858106,1.186456278811069,2.186456278811069
mv,0.0965523986622115,0.12424738236848445,0.017475,0.7770980508536023,0.6364512246035826,0.1045104929235957,-0.13059914938629058,0.09993503175754252,1.8923016326603963,2.8923016326603963
