date,mv_returns
2014-01-31,-0.026240064447587044
2014-02-28,0.047419154306337974
2014-03-31,0.014885321784023714
2014-04-30,0.01227366472133893
2014-05-30,0.04247831550010124
2014-06-30,0.03534551880585303
2014-07-31,0.007860953859277946
2014-08-29,0.0031877006375620543
2014-09-30,-0.03578995274293401
2014-10-31,0.03482217049022465
2014-11-28,-0.029382512899505192
2014-12-31,-0.003205340919534937
2015-01-30,0.09689793242540252
2015-02-27,0.016444386244917022
2015-03-31,0.0012124668339903856
2015-04-30,0.05853808843556864
2015-05-29,0.01527421980190978
2015-06-30,0.019502871526721262
2015-07-31,0.03661355045546286
2015-08-31,-0.026538694638261702
2015-09-30,0.0036872358752859887
2015-10-30,0.08281339558758363
2015-11-30,-0.036929452052673006
2015-12-31,0.08157265935728777
2016-01-29,-0.025743012104011913
2016-02-29,0.023447529919027182
2016-03-31,0.03684372610018514
2016-04-29,0.029084618524458254
2016-05-31,-0.0052710760751113386
2016-06-30,0.031904847780178595
2016-07-29,0.04121794971306392
2016-08-31,-0.028979977729988574
2016-09-30,0.026741185596934874
2016-10-31,-0.0055993402743541925
2016-11-30,-0.050910993655448857
2016-12-30,-0.003489107296452834
2017-01-31,0.048193385006869593
2017-02-28,0.00612688430330998
2017-03-31,0.014858540710117048
2017-04-28,0.00485010750738651
2017-05-31,0.04686400735768616
2017-06-30,0.001408256521712399
2017-07-31,0.020919066302691247
2017-08-31,-0.008695035895193068
2017-09-29,-0.014143312229177283
2017-10-31,0.020050372329131327
2017-11-30,0.030270207166020538
2017-12-29,-0.015726777302516728
2018-01-31,0.03087980559679377
2018-02-28,-0.015540449009723359
2018-03-30,-0.00253297995682062
2018-04-30,0.0024768126666841837
2018-05-31,-0.00460666222366489
2018-06-29,-0.014130165706933769
2018-07-31,0.004592111531804313
2018-08-31,-0.002704274295299114
2018-09-28,0.016882138435824316
2018-10-31,-0.05200302317450832
2018-11-30,-0.004610901023269427
2018-12-31,-0.01453254595329672
2019-01-31,0.05112564856020832
2019-02-28,-0.008032463558181364
2019-03-29,0.012617189632335386
2019-04-30,-0.0014961256877274204
2019-05-31,-0.02421670433380005
2019-06-28,0.03304873106669799
2019-07-31,-0.020045098217947463
2019-08-30,-0.022154518501531637
2019-09-30,0.03166158477152938
2019-10-31,0.04320918855206373
2019-11-29,0.0098275799702658
2019-12-31,0.01678572942294857
2020-01-31,-0.011735250064665255
2020-02-28,-0.07911041406697493
2020-03-31,-0.10089188653681191
2020-04-30,0.03293683218793091
2020-05-29,0.0370760806722933
2020-06-30,-0.01679198282408394
2020-07-31,-0.03972886164025981
2020-08-31,0.056545665472647805
2020-09-30,-0.008681972787486393
2020-10-30,-0.014748980663217913
2020-11-30,0.06388034654966024
2020-12-31,0.033793011328561585
2021-01-29,0.026919610285113468
2021-02-26,-0.031218198897887618
2021-03-31,0.054115081357547196
2021-04-30,-0.0037482203789484135
2021-05-31,-0.00018089261760186916
2021-06-30,-0.0017361281915249886
2021-07-30,-0.0018219833509174259
2021-08-31,0.031286184187573576
2021-09-30,0.007695794625706212
2021-10-29,-0.021090745529799025
2021-11-30,-0.010353938738538949
2021-12-31,0.016848557148395754
2022-01-31,-0.03782104450030388
2022-02-28,0.008854108553586003
2022-03-31,-0.02369071953743295
2022-04-29,-0.03305635316628931
2022-05-31,0.035915162750026534
2022-06-30,-0.05659102543374573
2022-07-29,0.03314673553357997
2022-08-31,-0.0158098728960814
2022-09-30,-0.057608388786290474
2022-10-31,-0.014214592223107503
2022-11-30,0.09123465365356417
2022-12-30,0.0018214667245649956
2023-01-31,0.03878171343759541
2023-02-28,-0.042497157998381066
2023-03-31,0.048319342586186476
2023-04-28,0.03512854866194918
2023-05-31,-0.007212950696125805
2023-06-30,0.021108788081374015
2023-07-31,0.035430117873659836
2023-08-31,0.022212775451539758
2023-09-29,-0.011142432093143775
2023-10-31,-0.027075043078414664
2023-11-30,-0.1269291126653486
2023-12-29,0.06468930858297432
2024-01-31,0.004220279995711878
2024-02-29,0.003289772159118508
2024-03-29,0.03215161354548711
2024-04-30,-0.006710512512908595
2024-05-31,-0.00199171278290048
2024-06-28,-0.04249065468135925
2024-07-31,0.06908404346613095
2024-08-30,0.019933728335802783
2024-09-30,0.00932466428118377
2024-10-31,-0.035722215155357354
2024-11-29,0.048784211597239474
2024-12-31,-0.01908757105069613
2025-01-31,0.002681182116429249
2025-02-28,0.025871583546078696
2025-03-31,0.027356212212080414
2025-04-30,0.04115547715615532
2025-05-30,0.036318238582164354
2025-06-30,0.017894546218803962
2025-07-31,0.007117058706097942
2025-08-29,0.0648231937724854
2025-09-30,0.013069400586932326
2025-10-31,0.0142350644006198
2025-11-28,0.0280269814803132
2025-12-31,-0.008493437552592452
