portfolio,annualized_return,annualized_volatility,annualized_rf,return_to_volatility,excess_sharpe_ratio,tracking_error_vs_vw,minimum_monthly_return,maximum_monthly_return,cumulative_return,terminal_growth
mv,0.09137992787957709,0.11991434452690718,0.017475,0.7620433421880787,0.6163143214529586,0.09998281106531798,-0.12692911266535087,0.09689793242539564,1.735735359657847,2.735735359657847
mv_50,0.08884402398560048,0.12752119567700462,0.017475,0.6967000545590192,0.5596640119840891,0.10669117341174374,-0.15974264194545837,0.09935106177438406,1.6230902229631883,2.6230902229631883
