portfolio,annualized_return,annualized_volatility,annualized_rf,return_to_volatility,excess_sharpe_ratio,tracking_error_vs_vw,minimum_monthly_return,maximum_monthly_return,cumulative_return,terminal_growth
vw,0.07351273643222117,0.12888657963583328,0.017475,0.570367656895932,0.4347833311315637,,-0.11017256201130869,0.1316749891287063,1.1818656971830652,2.1818656971830652
mv,0.09137992787957709,0.11991434452690718,0.017475,0.7620433421880787,0.6163143214529586,0.09998281106531798,-0.12692911266535087,0.09689793242539564,1.735735359657847,2.735735359657847
