date,vw,vw_50
2014-01-31,-0.043955493730537976,-0.03859567200893421
2014-02-28,0.01942391596553331,0.03092060541465618
2014-03-31,0.0028433296644927632,-0.00026903479566018577
2014-04-30,-0.0063959698381651706,-0.0016628344504373933
2014-05-30,0.030600669797495768,0.021518198957418036
2014-06-30,0.03166474642836773,0.024115073357980063
2014-07-31,0.021985799423624938,0.020288880571366092
2014-08-29,-0.011747571506200385,-0.005055362358760142
2014-09-30,-0.0367479933667073,-0.04339182128405149
2014-10-31,0.008170640458407007,-0.005201163069276143
2014-11-28,-0.009189226685321423,0.0009351811436379746
2014-12-31,-0.013999635844176538,-0.0023509791258621445
2015-01-30,0.01850837129862104,0.012834432605637396
2015-02-27,0.047864536565269414,0.0563296681318597
2015-03-31,0.008247177050904178,0.0009889833232363879
2015-04-30,0.043950542470956554,0.04499535428980656
2015-05-29,-0.0006253808499870608,0.002715919876881126
2015-06-30,-0.024562083042394618,-0.03353538437301003
2015-07-31,-0.005584550473069239,0.0024350398824009877
2015-08-31,-0.07565823806146096,-0.08199370760965577
2015-09-30,-0.05329624751141272,-0.05113310489361438
2015-10-30,0.088109304024108,0.08815659746956528
2015-11-30,-0.010767427835909232,-0.010130160581551178
2015-12-31,0.009691500483413986,0.014517293448924768
2016-01-29,-0.08047210921579628,-0.08822139897892628
2016-02-29,-0.01455653750187549,-0.021601658133105845
2016-03-31,0.06871864869233471,0.07672897500393827
2016-04-29,0.03135789173217812,0.03268967876570967
2016-05-31,-0.014250226205807123,-0.016868000235666133
2016-06-30,-0.011121179620823513,-0.020137570356298026
2016-07-29,0.061014029602331425,0.07175715581855635
2016-08-31,0.0009644422221819597,0.005806539715146357
2016-09-30,0.018131930389305207,0.018997774573947336
2016-10-31,0.0021034392626789918,0.008438751516380374
2016-11-30,-0.018686541830237324,-0.008900652844180854
2016-12-30,0.003929926420614216,0.009796158387498555
2017-01-31,0.0432345653846618,0.037943694497983446
2017-02-28,0.020350245846779386,0.024925044977747515
2017-03-31,0.007721373326562993,0.0029823119499887804
2017-04-28,0.0069833184642192556,0.003263842031562673
2017-05-31,0.020390547379650285,0.017786123520059836
2017-06-30,0.011988970619564152,0.01251843972059194
2017-07-31,0.028902807371552396,0.02962052829263118
2017-08-31,-0.00022699746250656044,0.002031385414279478
2017-09-29,0.008709086117311407,0.011309570565361075
2017-10-31,0.035585989008485155,0.03102710638687554
2017-11-30,0.02359421373414594,0.016657906224906607
2017-12-29,0.011585578715047007,0.013538933585397133
2018-01-31,0.047392086073060974,0.04498457599288301
2018-02-28,-0.023377879858310514,-0.02786808501977481
2018-03-30,-0.026154213792678592,-0.03035641119326664
2018-04-30,0.01226684664081672,0.008119052826114331
2018-05-31,-0.008705434861156887,-0.008899429706431275
2018-06-29,-0.022138005759694844,-0.022325377278582283
2018-07-31,0.01161169241428355,0.011920241666743287
2018-08-31,-0.007338418440852507,-0.012674972354788722
2018-09-28,0.01914969095292754,0.017181434104384344
2018-10-31,-0.08297108222845549,-0.08351371307878518
2018-11-30,0.014369569011074846,0.009804228026667437
2018-12-31,-0.05019110918976566,-0.05248457361923282
2019-01-31,0.061268600693814665,0.06941260330534417
2019-02-28,0.010796085528214889,0.032829349741725564
2019-03-29,0.010223878454090344,0.004890946567646764
2019-04-30,0.014996330252187672,0.03659267611238622
2019-05-31,-0.038676418195511694,-0.07936533530498702
2019-06-28,0.043925706515151555,0.049502224441096906
2019-07-31,-0.0025439113761235293,-0.0059718681673897175
2019-08-30,-0.027732442732587827,-0.04937577508575738
2019-09-30,0.029208067485801483,0.03220206202868352
2019-10-31,0.04202268457359781,0.04545067364594946
2019-11-29,0.0006107004190939753,-0.001237558083618433
2019-12-31,0.02459557064890633,0.029111873504700417
2020-01-31,-0.017670450072577143,-0.01977362579905784
2020-02-28,-0.08258391454667044,-0.09335303931037173
2020-03-31,-0.11017256201130869,-0.11580531544050474
2020-04-30,0.06626370930230167,0.0680448709087138
2020-05-29,0.03363822673668151,0.05342138838522252
2020-06-30,0.02086746232868168,0.0438363442467238
2020-07-31,-0.008118217671886273,0.004143677495631479
2020-08-31,0.06536265783732925,0.07657419166879426
2020-09-30,-0.01428739642908891,-0.010471484734312442
2020-10-30,-0.011671330612259244,-0.01215046780936702
2020-11-30,0.1316749891287063,0.11202699412108746
2020-12-31,0.0429858558071659,0.04501555528359435
2021-01-29,-0.0035107268291949285,-0.002009191616698808
2021-02-26,0.026799649947108845,0.035858064490328766
2021-03-31,0.01638316633209619,0.018957725413762307
2021-04-30,-0.0013793466845761371,-8.192234229216847e-05
2021-05-31,0.02091497075981252,0.015788019675356403
