portfolio,annualized_return,annualized_volatility,annualized_rf,return_to_volatility,excess_sharpe_ratio,tracking_error_vs_vw,minimum_monthly_return,maximum_monthly_return,cumulative_return,terminal_growth
vw,0.07351273643222117,0.12888657963583328,0.017475,0.570367656895932,0.4347833311315637,,-0.11017256201130869,0.1316749891287063,1.1818656971830652,2.1818656971830652
mv,0.0913799278795826,0.11991434452690443,0.017475,0.7620433421881422,0.6163143214530186,0.09998281106532246,-0.1269291126653486,0.09689793242540252,1.7357353596580354,2.7357353596580354
