year,portfolio,kind,ISIN,weight_vw,weight_p
2013,mv_50,overweight_vs_vw,JP3738600000,0.0008916124249949127,0.03039524519039364
2013,mv_50,overweight_vs_vw,JP3246400000,0.0014892838119601845,0.030343004249836207
2013,vw_50,excluded_vs_vw,JP3890310000,0.0043563129218725065,0.0
2013,vw_50,excluded_vs_vw,JP3657400002,0.0036954201442710543,0.0
2013,vw_50,excluded_vs_vw,AU000000TCL6,0.0031432135636928578,0.0
2013,vw_50,excluded_vs_vw,JP3119600009,0.0029145710391210744,0.0
2013,vw_50,excluded_vs_vw,SG1R89002252,0.002842375285288844,0.0
2013,vw_50,excluded_vs_vw,JP3982100004,0.002425403645422771,0.0
2013,vw_50,excluded_vs_vw,JP3429800000,0.002264176510677349,0.0
2013,vw_50,excluded_vs_vw,AU000000ASX7,0.0021692119129003234,0.0
2013,vw_50,excluded_vs_vw,JP3493800001,0.001841702317371394,0.0
2013,vw_50,excluded_vs_vw,AU0000088338,0.0018065038644522252,0.0
2013,vw_50,overweight_vs_vw,AU000000BWP3,0.00044125443138583865,0.052317387066434344
2013,vw_50,overweight_vs_vw,AU000000CSL8,0.009392338612973176,0.02436936293320173
2013,vw_50,overweight_vs_vw,JP3566800003,0.0059024973105234815,0.019927222172463985
2013,vw_50,overweight_vs_vw,JP3762600009,0.00700101038277173,0.021014716965592782
2013,vw_50,overweight_vs_vw,JP3830000000,0.0009689595759367249,0.014381745786592412
2013,vw_50,overweight_vs_vw,JP3205800000,0.00491289901819274,0.01517353130013226
2013,vw_50,overweight_vs_vw,AU000000DOW2,0.0006830090008191815,0.009863731769446054
2013,vw_50,overweight_vs_vw,JP3667600005,0.0024019258632262393,0.011388856386164247
2013,vw_50,overweight_vs_vw,JP3414750004,0.000702624063382419,0.009521362592436886
2013,vw_50,overweight_vs_vw,JP3551500006,0.011068536976519747,0.01961281679939683
2013,vw_nz,excluded_vs_vw,JP3200450009,0.0039091849039430745,0.0
2013,vw_nz,excluded_vs_vw,JP3571400005,0.002529369108760397,0.0
2013,vw_nz,excluded_vs_vw,JP3733000008,0.002254834427173155,0.0
2013,vw_nz,excluded_vs_vw,JP3197600004,0.0020487686044031728,0.0
2013,vw_nz,excluded_vs_vw,AU0000088338,0.0018065038644522252,0.0
2013,vw_nz,excluded_vs_vw,AU000000DXS1,0.0017672141090055108,0.0
2013,vw_nz,excluded_vs_vw,AU000000APA1,0.0016532671926189006,0.0
2013,vw_nz,excluded_vs_vw,JP3419400001,0.0016362692385550647,0.0
2013,vw_nz,excluded_vs_vw,JP3443600006,0.0011053838102580702,0.0
2013,vw_nz,excluded_vs_vw,NZAIAE0002S6,0.0010490695983829687,0.0
2013,vw_nz,overweight_vs_vw,AU000000BWP3,0.00044125443138583865,0.06055304343784741
2013,vw_nz,overweight_vs_vw,JP3830000000,0.0009689595759367249,0.009993733746992714
2013,vw_nz,overweight_vs_vw,JP3205800000,0.00491289901819274,0.011738103502834264
2013,vw_nz,overweight_vs_vw,JP3667600005,0.0024019258632262393,0.00906829989316279
2013,vw_nz,overweight_vs_vw,JP3258000003,0.0040456753941757965,0.010358785457126521
2013,vw_nz,overweight_vs_vw,JP3902400005,0.005752954405749439,0.01203750254403831
2013,vw_nz,overweight_vs_vw,JP3629000005,0.0014260822980974172,0.007647278772178217
2013,vw_nz,overweight_vs_vw,JP3551500006,0.011068536976519747,0.016920599592582217
2013,vw_nz,overweight_vs_vw,JP3566800003,0.0059024973105234815,0.011696268566486681
2013,vw_nz,overweight_vs_vw,JP3762600009,0.00700101038277173,0.012774601366915576
2014,mv,excluded_vs_vw,JP3633400001,0.060320388221274536,0.0
2014,mv,excluded_vs_vw,AU000000CBA7,0.032098871998100374,0.0
2014,mv,excluded_vs_vw,AU000000BHP4,0.0313244027375523,0.0
2014,mv,excluded_vs_vw,JP3902900004,0.02579419151305126,0.0
2014,mv,excluded_vs_vw,AU000000WBC1,0.025788130932693,0.0
2014,mv,excluded_vs_vw,AU000000ANZ3,0.021909058752803162,0.0
2014,mv,excluded_vs_vw,AU000000NAB4,0.02088876688473131,0.0
2014,mv,excluded_vs_vw,JP3854600008,0.02068448735309685,0.0
2014,mv,excluded_vs_vw,JP3890350006,0.019689412967508157,0.0
2014,mv,excluded_vs_vw,JP3726800000,0.018811455120251088,0.0
2014,mv,overweight_vs_vw,HK0002007356,0.005792605494107177,0.1903203240821359
2014,mv,overweight_vs_vw,JP3982100004,0.002244887570857298,0.14018483655407174
2014,mv,overweight_vs_vw,HK0006000050,0.004868347243220926,0.12377895046330019
2014,mv,overweight_vs_vw,JP3371200001,0.00743496505138236,0.06368440482283262
2014,mv,overweight_vs_vw,JP3260800002,0.0020021058861097686,0.05671106048204609
2014,mv,overweight_vs_vw,JP3414750004,0.0018314648538773114,0.050933779642630565
2014,mv,overweight_vs_vw,JP3500610005,0.003821142752896535,0.04942833971574006
2014,mv,overweight_vs_vw,JP3429800000,0.0022471659845258165,0.03666651211605077
2014,mv,overweight_vs_vw,JP3734800000,0.004955419099977022,0.03889237759262767
2014,mv,overweight_vs_vw,JP3596200000,0.001663044515500437,0.02960593128570449
2014,mv_50,excluded_vs_vw,JP3633400001,0.060320388221274536,0.0
2014,mv_50,excluded_vs_vw,AU000000CBA7,0.032098871998100374,0.0
2014,mv_50,excluded_vs_vw,AU000000BHP4,0.0313244027375523,0.0
2014,mv_50,excluded_vs_vw,JP3902900004,0.02579419151305126,0.0
2014,mv_50,excluded_vs_vw,AU000000WBC1,0.025788130932693,0.0
2014,mv_50,excluded_vs_vw,AU000000ANZ3,0.021909058752803162,0.0
2014,mv_50,excluded_vs_vw,AU000000NAB4,0.02088876688473131,0.0
2014,mv_50,excluded_vs_vw,JP3854600008,0.02068448735309685,0.0
2014,mv_50,excluded_vs_vw,JP3890350006,0.019689412967508157,0.0
2014,mv_50,excluded_vs_vw,JP3726800000,0.018811455120251088,0.0
2014,mv_50,overweight_vs_vw,JP3982100004,0.002244887570857298,0.15457011803851856
2014,mv_50,overweight_vs_vw,HK0006000050,0.004868347243220926,0.1462154030462256
2014,mv_50,overweight_vs_vw,HK0002007356,0.005792605494107177,0.11162784473580556
2014,mv_50,overweight_vs_vw,JP3260800002,0.0020021058861097686,0.06929950327556618
2014,mv_50,overweight_vs_vw,JP3414750004,0.0018314648538773114,0.05420556495919484
2014,mv_50,overweight_vs_vw,JP3500610005,0.003821142752896535,0.05267238953389642
2014,mv_50,overweight_vs_vw,JP3371200001,0.00743496505138236,0.056163196533056896
2014,mv_50,overweight_vs_vw,JP3977400005,0.001236057642480538,0.03868012196568284
2014,mv_50,overweight_vs_vw,JP3734800000,0.004955419099977022,0.030115195379274887
2014,mv_50,overweight_vs_vw,JP3357200009,0.0008074455010437626,0.024164276981973192
2014,vw_50,excluded_vs_vw,JP3734800000,0.004955419099977022,0.0
2014,vw_50,excluded_vs_vw,JP3201200007,0.0030256786698642877,0.0
2014,vw_50,excluded_vs_vw,JP3228600007,0.0028840099458407095,0.0
2014,vw_50,excluded_vs_vw,SG1V61937297,0.002716121237319823,0.0
2014,vw_50,excluded_vs_vw,JP3733000008,0.0023288091409810565,0.0
2014,vw_50,excluded_vs_vw,JP3762800005,0.0022985487695782415,0.0
2014,vw_50,excluded_vs_vw,JP3429800000,0.0022471659845258165,0.0
2014,vw_50,excluded_vs_vw,JP3982100004,0.002244887570857298,0.0
2014,vw_50,excluded_vs_vw,JP3657400002,0.0020879352479452992,0.0
2014,vw_50,excluded_vs_vw,JP3786200000,0.0020164325512574115,0.0
2014,vw_50,overweight_vs_vw,AU000000BWP3,0.00037265430173796544,0.04471160057787893
2014,vw_50,overweight_vs_vw,JP3551500006,0.013832316215042346,0.03468515041498129
2014,vw_50,overweight_vs_vw,JP3420600003,0.0028954840370753678,0.01975866036309953
2014,vw_50,overweight_vs_vw,JP3902400005,0.007659659169486746,0.02424943737639041
2014,vw_50,overweight_vs_vw,JP3385980002,0.0013187093767197088,0.014945451899570129
2014,vw_50,overweight_vs_vw,JP3566800003,0.00697157520370932,0.018115315340878048
2014,vw_50,overweight_vs_vw,JP3351600006,0.002041358396791002,0.012201633160046611
2014,vw_50,overweight_vs_vw,JP3246400000,0.0016132961125195624,0.011404435952540773
2014,vw_50,overweight_vs_vw,JP3414750004,0.0018314648538773114,0.009861334509526648
2014,vw_50,overweight_vs_vw,JP3788600009,0.011412680391579473,0.018687681240803295
2014,vw_nz,excluded_vs_vw,HK0002007356,0.005792605494107177,0.0
2014,vw_nz,excluded_vs_vw,JP3634600005,0.0045262722907993685,0.0
2014,vw_nz,excluded_vs_vw,JP3116000005,0.004062429798277516,0.0
2014,vw_nz,excluded_vs_vw,JP3180400008,0.002556528992437234,0.0
2014,vw_nz,excluded_vs_vw,JP3495000006,0.0021010741001004215,0.0
2014,vw_nz,excluded_vs_vw,JP3419050004,0.001912205758519818,0.0
2014,vw_nz,excluded_vs_vw,SG1R89002252,0.0018872282689430748,0.0
2014,vw_nz,excluded_vs_vw,AU0000088338,0.001394012467406685,0.0
2014,vw_nz,excluded_vs_vw,JP3449020001,0.0013814933437693996,0.0
2014,vw_nz,excluded_vs_vw,JP3528600004,0.001227004745504292,0.0
2014,vw_nz,overweight_vs_vw,AU000000BWP3,0.00037265430173796544,0.05653723750855123
2014,vw_nz,overweight_vs_vw,JP3566800003,0.00697157520370932,0.015251379631190528
2014,vw_nz,overweight_vs_vw,JP3420600003,0.0028954840370753678,0.010925501262602845
2014,vw_nz,overweight_vs_vw,JP3667600005,0.0029705258696616876,0.01077875879246477
2014,vw_nz,overweight_vs_vw,JP3830000000,0.0011032899211886383,0.008790110453600468
2014,vw_nz,overweight_vs_vw,JP3551500006,0.013832316215042346,0.02141017202772627
2014,vw_nz,overweight_vs_vw,JP3902400005,0.007659659169486746,0.015150026895840255
2014,vw_nz,overweight_vs_vw,JP3890350006,0.019689412967508157,0.0265847850569452
2014,vw_nz,overweight_vs_vw,JP3955000009,0.0012790194106141195,0.007995390469710973
2014,vw_nz,overweight_vs_vw,JP3496400007,0.015032472133876816,0.021519793636730847
2015,mv,excluded_vs_vw,JP3633400001,0.06154282646831254,0.0
2015,mv,excluded_vs_vw,AU000000CBA7,0.03133768681885716,0.0
2015,mv,excluded_vs_vw,AU000000WBC1,0.023436077379619922,0.0
2015,mv,excluded_vs_vw,AU000000BHP4,0.02048934285690621,0.0
2015,mv,excluded_vs_vw,AU000000ANZ3,0.0198933411252289,0.0
2015,mv,excluded_vs_vw,AU000000NAB4,0.018589249689601958,0.0
2015,mv,excluded_vs_vw,AU000000TLS2,0.017206316854307537,0.0
2015,mv,excluded_vs_vw,JP3496400007,0.01698101909289585,0.0
2015,mv,excluded_vs_vw,JP3854600008,0.015752213421166172,0.0
2015,mv,excluded_vs_vw,JP3726800000,0.015090807285464617,0.0
2015,mv,overweight_vs_vw,HK0002007356,0.0061973849456558976,0.2313005509792371
2015,mv,overweight_vs_vw,JP3982100004,0.001820102387701756,0.14632400166255136
2015,mv,overweight_vs_vw,JP3260800002,0.0018688614549691894,0.07177340482149124
2015,mv,overweight_vs_vw,HK0006000050,0.0062027404497656,0.06784223792886855
2015,mv,overweight_vs_vw,JP3977400005,0.0009671880556326901,0.04891955543262892
2015,mv,overweight_vs_vw,JP3414750004,0.002038448743367344,0.045368855053462664
2015,mv,overweight_vs_vw,JP3371200001,0.007969229913927567,0.04921027354069358
2015,mv,overweight_vs_vw,JP3814800003,0.007848443037398825,0.040963431290027136
2015,mv,overweight_vs_vw,JP3573000001,0.004146166232890588,0.034323684454958016
2015,mv,overweight_vs_vw,JP3429800000,0.002650800886974015,0.03154883661767972
2015,mv_50,excluded_vs_vw,JP3633400001,0.06154282646831254,0.0
2015,mv_50,excluded_vs_vw,AU000000CBA7,0.03133768681885716,0.0
2015,mv_50,excluded_vs_vw,AU000000WBC1,0.023436077379619922,0.0
2015,mv_50,excluded_vs_vw,AU000000BHP4,0.02048934285690621,0.0
2015,mv_50,excluded_vs_vw,AU000000ANZ3,0.0198933411252289,0.0
2015,mv_50,excluded_vs_vw,AU000000NAB4,0.018589249689601958,0.0
2015,mv_50,excluded_vs_vw,AU000000TLS2,0.017206316854307537,0.0
2015,mv_50,excluded_vs_vw,JP3496400007,0.01698101909289585,0.0
2015,mv_50,excluded_vs_vw,JP3854600008,0.015752213421166172,0.0
2015,mv_50,excluded_vs_vw,JP3726800000,0.015090807285464617,0.0
2015,mv_50,overweight_vs_vw,JP3982100004,0.001820102387701756,0.15647718400345142
2015,mv_50,overweight_vs_vw,HK0002007356,0.0061973849456558976,0.11478291918984641
2015,mv_50,overweight_vs_vw,HK0006000050,0.0062027404497656,0.11032232062764288
2015,mv_50,overweight_vs_vw,JP3260800002,0.0018688614549691894,0.08687662250631263
2015,mv_50,overweight_vs_vw,JP3977400005,0.0009671880556326901,0.061436608509817955
2015,mv_50,overweight_vs_vw,JP3357200009,0.000842782148277371,0.05290144615182201
2015,mv_50,overweight_vs_vw,JP3414750004,0.002038448743367344,0.04876383335157685
2015,mv_50,overweight_vs_vw,HK0823032773,0.004293683772752262,0.04067158700530471
2015,mv_50,overweight_vs_vw,JP3371200001,0.007969229913927567,0.042329995333583656
2015,mv_50,overweight_vs_vw,JP3814800003,0.007848443037398825,0.04104423047197769
2015,vw_50,excluded_vs_vw,HK0003000038,0.006659556957033436,0.0
2015,vw_50,excluded_vs_vw,JP3165700000,0.0029010983510491047,0.0
2015,vw_50,excluded_vs_vw,JP3982800009,0.002012506383778815,0.0
2015,vw_50,excluded_vs_vw,JP3493800001,0.001745334809482627,0.0
2015,vw_50,excluded_vs_vw,AU000000STO6,0.0016937146957582353,0.0
2015,vw_50,excluded_vs_vw,JP3522200009,0.0014199417666793737,0.0
2015,vw_50,excluded_vs_vw,AU000000BEN6,0.0013149650659474653,0.0
2015,vw_50,excluded_vs_vw,JP3174410005,0.001123365911455601,0.0
2015,vw_50,excluded_vs_vw,JP3977400005,0.0009671880556326901,0.0
2015,vw_50,excluded_vs_vw,JP3870400003,0.0008913592992960957,0.0
2015,vw_50,overweight_vs_vw,AU000000BWP3,0.0003998464020473406,0.02950825042794116
2015,vw_50,overweight_vs_vw,AU000000WBC1,0.023436077379619922,0.03815095934891097
2015,vw_50,overweight_vs_vw,JP3385980002,0.0011629464770836588,0.014659275945476115
2015,vw_50,overweight_vs_vw,JP3551500006,0.010912020161612466,0.023257009325210434
2015,vw_50,overweight_vs_vw,JP3951600000,0.004836943573838144,0.014112834857228107
2015,vw_50,overweight_vs_vw,BMG988031446,0.0017058589835129167,0.010409097293498018
2015,vw_50,overweight_vs_vw,HK0066009694,0.007046095909857082,0.015592755454727138
2015,vw_50,overweight_vs_vw,JP3243600008,0.0007759527336382425,0.009049995091752755
2015,vw_50,overweight_vs_vw,JP3496400007,0.01698101909289585,0.02481567386236605
2015,vw_50,overweight_vs_vw,JP3902400005,0.0069853193449477035,0.014532979529492706
2015,vw_nz,excluded_vs_vw,JP3634600005,0.0047640116959468915,0.0
2015,vw_nz,excluded_vs_vw,JP3571400005,0.003451530062424974,0.0
2015,vw_nz,excluded_vs_vw,JP3475350009,0.0029157067770817446,0.0
2015,vw_nz,excluded_vs_vw,JP3792600003,0.0022487577084081816,0.0
2015,vw_nz,excluded_vs_vw,AU000000MGR9,0.0015578370395070962,0.0
2015,vw_nz,excluded_vs_vw,AU000000DXS1,0.0015183998018325664,0.0
2015,vw_nz,excluded_vs_vw,AU000000BEN6,0.0013149650659474653,0.0
2015,vw_nz,excluded_vs_vw,NZTELE0001S4,0.001233811124875954,0.0
2015,vw_nz,excluded_vs_vw,JP3174410005,0.001123365911455601,0.0
2015,vw_nz,excluded_vs_vw,AU000000COH5,0.0010243235392611027,0.0
2015,vw_nz,overweight_vs_vw,AU000000BWP3,0.0003998464020473406,0.04608441075531585
2015,vw_nz,overweight_vs_vw,JP3496400007,0.01698101909289585,0.030625227260679913
2015,vw_nz,overweight_vs_vw,JP3898400001,0.007881119054496361,0.01791435405295805
2015,vw_nz,overweight_vs_vw,JP3385980002,0.0011629464770836588,0.010971949447128612
2015,vw_nz,overweight_vs_vw,JP3951600000,0.004836943573838144,0.014380269210785791
2015,vw_nz,overweight_vs_vw,JP3902400005,0.0069853193449477035,0.016019383209228754
2015,vw_nz,overweight_vs_vw,HK0823032773,0.004293683772752262,0.012793925266790641
2015,vw_nz,overweight_vs_vw,JP3573000001,0.004146166232890588,0.012129860490344905
2015,vw_nz,overweight_vs_vw,JP3566800003,0.009769175430011079,0.016985083520657196
2015,vw_nz,overweight_vs_vw,JP3890350006,0.013120968530928307,0.02030124108642239
2016,mv,excluded_vs_vw,JP3633400001,0.056036255340332596,0.0
2016,mv,excluded_vs_vw,AU000000CBA7,0.025953902298614273,0.0
2016,mv,excluded_vs_vw,JP3726800000,0.02190823389014751,0.0
2016,mv,excluded_vs_vw,JP3496400007,0.019821984177720145,0.0
2016,mv,excluded_vs_vw,AU000000WBC1,0.019690822089969733,0.0
2016,mv,excluded_vs_vw,JP3902900004,0.018835884633791083,0.0
2016,mv,excluded_vs_vw,AU000000NAB4,0.014343013068691365,0.0
2016,mv,excluded_vs_vw,JP3854600008,0.014109641013497895,0.0
2016,mv,excluded_vs_vw,AU000000ANZ3,0.01386864881551804,0.0
2016,mv,excluded_vs_vw,AU000000TLS2,0.013361626017852901,0.0
2016,mv,overweight_vs_vw,HK0002007356,0.005916613847127785,0.25489150134693395
2016,mv,overweight_vs_vw,JP3735400008,0.02559011994342443,0.1192129390118787
2016,mv,overweight_vs_vw,JP3711200000,0.0010412813178609368,0.08850893406177017
2016,mv,overweight_vs_vw,JP3982100004,0.002300672293938044,0.08175867650582577
2016,mv,overweight_vs_vw,HK0006000050,0.005369229444417462,0.05397261907857198
2016,mv,overweight_vs_vw,JP3429800000,0.0027212422638137985,0.03873403331769429
2016,mv,overweight_vs_vw,JP3260800002,0.002243660801281258,0.035957601285139626
2016,mv,overweight_vs_vw,JP3738600000,0.0014925667925553686,0.03422761038877518
2016,mv,overweight_vs_vw,JP3357200009,0.0013283039322225306,0.027505641681832924
2016,mv,overweight_vs_vw,JP3414750004,0.0017791637623797468,0.027428752559885593
2016,mv_50,excluded_vs_vw,JP3633400001,0.056036255340332596,0.0
2016,mv_50,excluded_vs_vw,AU000000CBA7,0.025953902298614273,0.0
2016,mv_50,excluded_vs_vw,JP3726800000,0.02190823389014751,0.0
2016,mv_50,excluded_vs_vw,JP3496400007,0.019821984177720145,0.0
2016,mv_50,excluded_vs_vw,AU000000WBC1,0.019690822089969733,0.0
2016,mv_50,excluded_vs_vw,JP3902900004,0.018835884633791083,0.0
2016,mv_50,excluded_vs_vw,AU000000NAB4,0.014343013068691365,0.0
2016,mv_50,excluded_vs_vw,JP3854600008,0.014109641013497895,0.0
2016,mv_50,excluded_vs_vw,AU000000ANZ3,0.01386864881551804,0.0
2016,mv_50,excluded_vs_vw,AU000000TLS2,0.013361626017852901,0.0
2016,mv_50,overweight_vs_vw,JP3735400008,0.02559011994342443,0.14344523982353743
2016,mv_50,overweight_vs_vw,HK0002007356,0.005916613847127785,0.11264248056637391
2016,mv_50,overweight_vs_vw,HK0006000050,0.005369229444417462,0.09714724345060988
2016,mv_50,overweight_vs_vw,JP3982100004,0.002300672293938044,0.09093472112380464
2016,mv_50,overweight_vs_vw,JP3711200000,0.0010412813178609368,0.08123647587409025
2016,mv_50,overweight_vs_vw,JP3260800002,0.002243660801281258,0.055812730799483394
2016,mv_50,overweight_vs_vw,JP3357200009,0.0013283039322225306,0.04433960452812022
2016,mv_50,overweight_vs_vw,HK0823032773,0.0035277446883680004,0.04081656595182161
2016,mv_50,overweight_vs_vw,JP3738600000,0.0014925667925553686,0.0373884276094237
2016,mv_50,overweight_vs_vw,JP3835620000,0.0007959138257095734,0.0320665063994064
2016,vw_50,excluded_vs_vw,JP3914400001,0.008063841285399624,0.0
2016,vw_50,excluded_vs_vw,JP3526600006,0.0029068205181142096,0.0
2016,vw_50,excluded_vs_vw,JP3429800000,0.0027212422638137985,0.0
2016,vw_50,excluded_vs_vw,JP3111200006,0.0024300654693260033,0.0
2016,vw_50,excluded_vs_vw,JP3180400008,0.0022189706541971906,0.0
2016,vw_50,excluded_vs_vw,JP3401400001,0.002210620835061293,0.0
2016,vw_50,excluded_vs_vw,JP3538800008,0.0020670763607737006,0.0
2016,vw_50,excluded_vs_vw,HK0023000190,0.00204282567785468,0.0
2016,vw_50,excluded_vs_vw,JP3551200003,0.0017523066976516725,0.0
2016,vw_50,excluded_vs_vw,HK0293001514,0.0016638417320499975,0.0
2016,vw_50,overweight_vs_vw,AU000000BWP3,0.00039296111739363674,0.04212539478095639
2016,vw_50,overweight_vs_vw,JP3898400001,0.006920007273325405,0.0246188201787674
2016,vw_50,overweight_vs_vw,HK0823032773,0.0035277446883680004,0.01792428273161203
2016,vw_50,overweight_vs_vw,JP3160400002,0.0052989538729678355,0.017968877752933918
2016,vw_50,overweight_vs_vw,JP3711200000,0.0010412813178609368,0.01280140061610647
2016,vw_50,overweight_vs_vw,JP3765400001,0.000580291700503104,0.010316062518710046
2016,vw_50,overweight_vs_vw,JP3769000005,0.00070835266376809,0.009659788961424911
2016,vw_50,overweight_vs_vw,JP3667600005,0.0010705347060550234,0.009881995431908368
2016,vw_50,overweight_vs_vw,JP3358800005,0.001757942341881429,0.00983202052999602
2016,vw_50,overweight_vs_vw,JP3243600008,0.0007656654243116064,0.008826355807396078
2016,vw_nz,excluded_vs_vw,JP3914400001,0.008063841285399624,0.0
2016,vw_nz,excluded_vs_vw,JP3526600006,0.0029068205181142096,0.0
2016,vw_nz,excluded_vs_vw,JP3429800000,0.0027212422638137985,0.0
2016,vw_nz,excluded_vs_vw,JP3111200006,0.0024300654693260033,0.0
2016,vw_nz,excluded_vs_vw,JP3401400001,0.002210620835061293,0.0
2016,vw_nz,excluded_vs_vw,JP3551200003,0.0017523066976516725,0.0
2016,vw_nz,excluded_vs_vw,HK0293001514,0.0016638417320499975,0.0
2016,vw_nz,excluded_vs_vw,AU000000LLC3,0.0014640541364130597,0.0
2016,vw_nz,excluded_vs_vw,JP3224200000,0.0013747765766948825,0.0
2016,vw_nz,excluded_vs_vw,JP3942600002,0.00129980785963362,0.0
2016,vw_nz,overweight_vs_vw,AU000000BWP3,0.00039296111739363674,0.040438948458697825
2016,vw_nz,overweight_vs_vw,JP3898400001,0.006920007273325405,0.028619986719150527
2016,vw_nz,overweight_vs_vw,JP3711200000,0.0010412813178609368,0.013001300662012376
2016,vw_nz,overweight_vs_vw,HK0823032773,0.0035277446883680004,0.015262890136285246
2016,vw_nz,overweight_vs_vw,JP3551500006,0.010407553428256633,0.02120499388242627
2016,vw_nz,overweight_vs_vw,JP3160400002,0.0052989538729678355,0.016009583945386117
2016,vw_nz,overweight_vs_vw,JP3765400001,0.000580291700503104,0.010957950704363159
2016,vw_nz,overweight_vs_vw,JP3667600005,0.0010705347060550234,0.01136351528004259
2016,vw_nz,overweight_vs_vw,JP3165600002,0.0005017602833868361,0.008923872739829964
2016,vw_nz,overweight_vs_vw,JP3845400005,0.0008484173557676675,0.00881404022780014
2017,mv,excluded_vs_vw,JP3633400001,0.04360365263139412,0.0
2017,mv,excluded_vs_vw,AU000000CBA7,0.025349876551335564,0.0
2017,mv,excluded_vs_vw,AU000000WBC1,0.01927372537909049,0.0
2017,mv,excluded_vs_vw,JP3496400007,0.01621550599524771,0.0
2017,mv,excluded_vs_vw,AU000000BHP4,0.015578208244999048,0.0
2017,mv,excluded_vs_vw,AU000000ANZ3,0.015478887628251404,0.0
2017,mv,excluded_vs_vw,JP3726800000,0.015025672623578892,0.0
2017,mv,excluded_vs_vw,AU000000NAB4,0.014561471579715915,0.0
2017,mv,excluded_vs_vw,JP3854600008,0.012863577120014966,0.0
2017,mv,excluded_vs_vw,JP3890350006,0.012783543988064703,0.0
2017,mv,overweight_vs_vw,HK0002007356,0.00576649066223468,0.25838372809578253
2017,mv,overweight_vs_vw,JP3711200000,0.000993168784101888,0.10438842926272403
2017,mv,overweight_vs_vw,JP3982100004,0.0017071842282720437,0.10129675287548393
2017,mv,overweight_vs_vw,JP3573000001,0.0023379048410640574,0.054254977789781916
2017,mv,overweight_vs_vw,JP3260800002,0.001695913140850777,0.04910969789447352
2017,mv,overweight_vs_vw,JP3814800003,0.0069855788609353535,0.04970743398761156
2017,mv,overweight_vs_vw,JP3735400008,0.021165380205449447,0.05731313351150521
2017,mv,overweight_vs_vw,JP3414750004,0.0019783375260540217,0.03283906129480181
2017,mv,overweight_vs_vw,JP3198900007,0.004649136644399844,0.032846119468549866
2017,mv,overweight_vs_vw,BMG988031446,0.001367902066867198,0.02763591608715011
