NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,country_code
NISSUI,JP3718800000,,,,,,,,,,,,,,,,,,,,,209705.0,215678.0,218628.0,207069.0,197731.0,213374.0,215668.0,JP
NSK,JP3720800006,,,,,,,0.0,104000.0,104000.0,,,111500.0,129000.0,129500.0,,,,,137000.0,143000.0,142000.0,132000.0,120000.0,127000.0,107000.0,102000.0,,JP
JAPAN STEEL WORKS,JP3721400004,,,,,,,,,,,,,,,,,,,93385.0,91155.0,88066.0,88901.0,59000.0,65000.0,61000.0,61000.0,,JP
JAPAN TOBACCO,JP3726800000,,,,,,,,,,,,423000.0,416000.0,420000.0,406000.0,393000.0,395000.0,402000.0,388000.0,378000.0,368394.3,339916.9,352204.66,340169.91,336982.2,320255.02,,JP
NEC,JP3733000008,,,,,,1310000.0,,1320000.0,,,,392965.0,,,76123.0,60000.0,58000.0,59000.0,54000.0,56000.0,52000.0,26000.0,22360.71,22000.0,20525.08,19970.08,16000.0,JP
NIPPON ELEC.GLASS,JP3733400000,,,,,,,,,,,,,,,,,,,,,999000.0,734000.0,871000.0,790000.0,543000.0,466000.0,,JP
NIDEC,JP3734800000,,,,,,,,,,,,81288.0,59328.81,13200.0,17366.0,,,,88000.0,92000.0,73000.0,62000.0,60000.0,57000.0,282000.0,253000.0,,JP
NTT,JP3735400008,,,,,,267694.0,2735034.0,285842.0,76000.0,70000.0,224000.0,224000.0,267000.0,260000.0,240000.0,220000.0,220000.0,197000.0,190000.0,185000.0,250000.0,250000.0,238000.0,141000.0,166000.0,150000.0,,JP
NITERRA,JP3738600000,,,,,,,,,,,,,,72190.0,,,,,6960.0,6830.0,70100.0,64700.0,62100.0,64400.0,52900.0,48000.0,,JP
NHK SPRING,JP3742600004,,,,,,,,,,,,,,,,,,21516.75,17989.4,94000.0,96000.0,86000.0,80000.0,79000.0,43000.0,44000.0,,JP
NH FOODS,JP3743000006,,,,,,,,,,323000.0,298000.0,285000.0,283000.0,274000.0,279000.0,279000.0,332000.0,334000.0,341000.0,348000.0,348000.0,348000.0,349000.0,492000.0,500834.0,430000.0,437000.0,JP
NIPPON YUSEN KK,JP3753000003,,,,,,,,,,,,21684091.0,20798601.27,20328479.58,,,,21110000.0,21830000.0,20920000.0,14090784.0,13360688.0,11650054.0,12678695.0,11255044.0,11424566.0,,JP
NITORI HOLDINGS,JP3756100008,,,,,,,,,,,,,,,,,,,,,39794.0,38172.0,42027.0,28132.0,31997.0,26950.0,27194.0,JP
NINTENDO,JP3756600007,,,,,,,,,,,,,,,,,,,,,527.7,573.5,591.3,345.5,1744.4,1673.1,2410.9,JP
NOMURA HDG.,JP3762600009,,,,,,,,,,,,2639.0,3650.0,,3629.0,3085.0,3116.0,2979.0,3022.0,2992.0,2960.0,2814.0,2152.0,1924.0,2473.0,2423.0,,JP
NOMURA RESEARCH INST.,JP3762800005,,,,,,,,,,,,,,,,2000.0,1000.0,1000.0,1000.0,2000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,JP
HOUSE SHOKUHIN GP.HONSHA K K,JP3765400001,,,,,,,,,,,,,,,,,,54100.0,55200.0,56300.0,56000.0,54400.0,53893.0,56400.0,55332.0,55021.0,,JP
HAKUHODO DY HDG.,JP3766550002,,,,,,,,,,,,,,,,,,,,262.0,435.0,403.0,325.0,354.0,160.0,355.07,,JP
HASEKO,JP3768600003,,,,,,,,,,,,,,,,,,,30374.0,30374.0,31317.0,32604.0,38596.0,40487.0,34486.0,52224.0,,JP
HACHIJUNI NAGANO BANK,JP3769000005,,,,,,,,,,,3060.4,2751.39,3210.0,2400.0,2865.2,3004.0,2554.0,2589.0,2692.0,2727.0,2755.0,2661.0,2689.0,2484.0,2379.0,3485.0,,JP
HANKYU HANSHIN HDG.,JP3774200004,,,,,,,,,,,,,,,,,,,,,132635.0,129656.0,104772.0,104693.0,103476.0,108119.0,,JP
BANDAI NAMCO HDG.,JP3778630008,,,,,,,,,,,,0.0,0.0,,0.0,,,,,1843.0,6156.0,6271.0,6039.0,5540.0,6131.0,7882.0,,JP
EAST JAPAN RAILWAY,JP3783600004,,,,,,,,,,,200000.0,210000.0,,,,1190000.0,1080000.0,1060000.0,1380000.0,1390000.0,1200000.0,1400000.0,1440000.0,1510000.0,1520000.0,1610000.0,1610000.0,JP
HITACHI CON.MCH.,JP3787000003,,,,,,,,,,,,34964.0,,,41967.25,,,41316.0,44517.0,51000.0,110000.0,101000.0,98988.0,99295.0,92806.0,91884.0,71115.0,JP
HITACHI,JP3788600009,,,,,,,3932000.0,4336000.0,4429000.0,,,934912.0,932098.0,968128.0,912154.0,830000.0,810000.0,770000.0,1360000.0,2120000.0,1870000.0,1530000.0,1220000.0,1270000.0,490000.0,400000.0,390000.0,JP
HINO MOTORS,JP3792600003,,,,,,171000.0,,,,,,,,,,,,,,,150000.0,148000.0,136000.0,151000.0,138000.0,121000.0,,JP
HIROGIN HOLDINGS,JP3796150005,,,,,,,,,,,,,,,,,,,,,2283.5,2075.9,1933.8,1517.7,1365.3,1457.2,,JP
HIROSE ELECTRIC,JP3799000009,,,,,,,,,,,,,,,,,,,2690.0,2332.0,2212.0,1995.0,1867.0,1679.0,1688.0,1258.0,,JP
FAST RETAILING,JP3802300008,,,,,,,,,,,,,,,,,,11474.0,13209.0,12419.0,12295.0,13026.0,10029.0,9738.0,9558.0,8760.0,,JP
FUJIFILM HOLDINGS,JP3814000000,,,,,,,,,,,,764693.0,793333.0,773521.0,743856.0,,,,661000.0,687000.0,672000.0,633000.0,642000.0,674000.0,615000.0,563000.0,527000.0,JP
SUBARU,JP3814800003,,,,,,,,,,,,,,,187000.0,,,,268962.0,271695.0,265049.0,277034.0,165851.0,162671.0,162062.0,154483.0,,JP
FUJITSU,JP3818000006,,,,,,,,,,,,438000.0,321000.0,266000.0,225000.0,216000.0,197000.0,189000.0,208000.0,198000.0,147000.0,87000.0,75000.0,70000.0,65000.0,64000.0,,JP
FUJI ELECTRIC,JP3820000002,,,,,,,642525.0,568003.0,,,,432042.0,254265.0,235443.0,209826.0,,,256900.0,220700.0,239000.0,273800.0,221900.0,202200.0,154500.0,139300.0,134300.0,127000.0,JP
FURUKAWA,JP3826800009,,,,,,,,,,,,,,,,,,,,,5045.0,4838.0,4192.0,4296.0,3996.0,34287.0,,JP
FURUKAWA ELECTRIC,JP3827200001,,,,,,,,,,,,,,,156000.0,148000.0,138000.0,155000.0,209000.0,238000.0,197000.0,172000.0,143000.0,128000.0,152782.0,146643.0,,JP
BROTHER INDUSTRIES,JP3830000000,,,,,,,,,,,,,,,10619.0,10348.0,29389.0,75333.0,72819.0,67068.0,21622.0,17362.53,18355.54,18724.36,19040.31,18840.01,,JP
BRIDGESTONE,JP3830800003,,,,,,,,,,,,,,2003000.0,2036000.0,1955000.0,1856000.0,1828000.0,1871000.0,1868000.0,1807000.0,1504000.0,1722000.0,1794000.0,1578982.0,1509385.0,,JP
BENESSE HOLDINGS DEAD - DELIST.17/05/24,JP3835620000,,,,,,,,,,,,,,,,,,162.0,1794.0,120.0,89.0,88.0,76.0,75.0,73.0,,,JP
HOYA,JP3837800006,,,,,,,,,,,,,,,,,27374.0,23346.0,21489.0,21466.0,22379.0,21000.0,16000.0,16000.0,13000.0,11000.0,17000.0,JP
HOKURIKU ELEC.POWER,JP3845400005,,,,,,,11720000.0,,,,,10160000.0,12510000.0,18520000.0,,,,,,16997159.0,16472464.0,14250000.0,16690000.0,18760000.0,17480000.0,13150000.0,,JP
HONDA MOTOR,JP3854600008,,,,,,,,,,,1214660.0,1283019.0,1418000.0,1240000.0,1410000.0,1410000.0,1380000.0,1310000.0,1280000.0,1350000.0,1380000.0,1240000.0,1120000.0,1160000.0,1090000.0,1070000.0,997000.0,JP
MAKITA,JP3862400003,,,,,,,,,,,,,,,,,,,,,1644.0,4516.0,4876.0,20930.0,21401.0,19725.0,19938.0,JP
PANASONIC HOLDINGS,JP3866800000,,,,,,,,,,,,758053.0,847855.0,743722.0,654169.0,610000.0,470000.0,430000.0,440000.0,460000.0,410000.0,390000.0,330000.0,337279.0,405791.0,316000.0,280000.0,JP
MAZDA MOTOR,JP3868400007,,,,,,,,,,,,236050.0,216820.0,,150500.0,,,,,137000.0,135000.0,122000.0,97000.0,97000.0,113000.0,112000.0,119000.0,JP
MABUCHI MOTOR,JP3870000001,,,,,,,,,,,,26854.0,,,,,,,3427.0,3231.0,2911.0,3265.0,4092.0,3317.0,2929.0,,,JP
MARUI GROUP,JP3870400003,,,,,,,,,,,,,,,10727.0,13044.0,12580.0,14434.0,14920.0,14000.0,15109.0,13956.0,11090.0,10540.0,10043.0,8115.0,,JP
MARUBENI,JP3877600001,,,,,,,,,,,,,,,148.0,137.0,135.0,,626278.0,682406.0,726708.0,773198.0,797975.0,1016487.0,1000124.0,948825.0,939015.0,JP
MIZUHO FINL.GP.,JP3885780001,,,,,,,,,,,13323.0,17957.0,17119.12,17561.0,16177.0,15546.0,15735.0,15604.0,16025.0,16028.0,15845.0,14756.0,14053.0,11306.0,12453.0,11566.0,,JP
MITSUI CHEMICALS,JP3888300005,,,,,,,,,,,,,4030000.0,4060000.0,3760000.0,,,4210000.0,4260000.0,4100000.0,3780000.0,3770000.0,3740000.0,,3545000.0,3675000.0,,JP
MITSUI KINZOKU LIMITED,JP3888400003,,,,,,,,,,,,,,,689000.0,647600.0,,,,771000.0,748000.0,766000.0,779000.0,797000.0,802000.0,804000.0,,JP
MS&AD INSURANCE GP.HDG.,JP3890310000,,,,,,,,,,,,,27190.0,23081.0,23005.0,23057.0,22983.0,25010.0,26315.0,27948.0,26161.0,23922.0,19686.0,17584.0,16804.0,15589.0,,JP
SUMITOMO MITSUI FINL.GP.,JP3890350006,,,,,,,24230.0,24230.0,,,,,8445.0,6121.0,6277.0,10526.0,16308.0,16757.4,16803.0,17120.0,14863.0,13526.0,11405.0,19071.0,15041.0,14142.0,,JP
SUMITOMO MITSUI TRUST GROUP,JP3892100003,,,,,,,,,,,,,,,5592.0,5806.0,5577.0,5002.0,4907.0,4588.0,4376.0,4432.0,4307.0,4225.0,5411.0,4472.0,,JP
MITSUI FUDOSAN,JP3893200000,,,,,,,,,,,,,,,,,,,,,89000.0,104000.0,115000.0,140000.0,183000.0,186000.0,209000.0,JP
MITSUI,JP3893600001,,,,,,,,,,,,,,,1364000.0,1460000.0,384000.0,284000.0,314000.0,3448000.0,3189000.0,3298000.0,3868000.0,3771000.0,3006000.0,2637000.0,2803000.0,JP
ISETAN MITSUKOSHI HDG.,JP3894900004,,,,,,,,,,,,,,,,43219.0,27373.0,27350.0,27281.0,25644.0,24234.0,22573.0,17030.0,17581.0,17700.0,29081.0,,JP
MITSUBISHI,JP3898400001,,,,6528.72,,,,,,95100.0,1647173.0,70800.0,3205957.0,3205957.0,,1867000.0,1802000.0,1725000.0,5961000.0,5469000.0,6274107.0,6883788.0,6773666.0,21046000.0,19518000.0,20537397.0,,JP
MITSUBISHI ESTATE,JP3899600005,,,,,,,,,,,,,,,,,,,,120634.0,108289.0,118351.0,116914.0,120713.0,110783.0,93034.0,,JP
MITSUBISHI MOTORS,JP3899800001,,,,,,,,347000.0,334000.0,383000.0,,,,,,137000.0,132000.0,110000.0,102000.0,119000.0,119000.0,110000.0,80000.0,92000.0,95000.0,90000.0,85000.0,JP
MITSUBISHI HEAVY INDS.,JP3900000005,,,,,,,,,,,,143840.0,143890.0,160169.0,155349.0,151200.0,,,,188712.0,184647.0,185000.0,151000.0,171000.0,137000.0,129000.0,,JP
MITSUBISHI ELECTRIC,JP3902400005,,,,,,,,,,,,438000.0,358000.0,362000.0,322000.0,370000.0,400000.0,370000.0,380000.0,310000.0,278000.0,265000.0,242000.0,276000.0,272000.0,234000.0,,JP
MITSUBISHI UFJ FINL.GP.,JP3902900004,,,,,,,,,19760.0,21153.0,18644.0,17636.0,18317.0,19832.0,18556.0,13139.0,11947.0,11344.0,11421.0,11836.0,10795.0,,29512.0,27431.0,31051.0,27424.0,,JP
MITSUBISHI MATERIALS,JP3903000002,,,,,,,,8207000.0,,,,10059000.0,4168000.0,10595000.0,10626000.0,10891000.0,10923000.0,10346000.0,10412000.0,10060000.0,9816000.0,9415000.0,9176000.0,9069000.0,919000.0,962000.0,787000.0,JP
TOKIO MARINE HOLDINGS,JP3910660004,,,,,,,,,11696.0,,,4442.0,17129.0,18013.0,17918.0,15900.0,14830.0,14954.0,14916.0,14474.0,15007.0,17478.0,13163.0,13022.0,13362.0,13685.0,12517.0,JP
MURATA MANUFACTURING,JP3914400001,,,,,,101514.0,455154.0,479514.0,,,,124788.0,122364.16,122400.0,122200.0,,,122000.0,141000.0,251000.0,312000.0,293000.0,278000.0,260000.0,264000.0,195000.0,,JP
LY,JP3933800009,,,,,,,,,,,,,,,,,,,27.0,2.0,3614.0,4203.0,3672.0,3721.0,3646.0,3554.0,3395.0,JP
YAMAZAKI BAKING,JP3935600001,,,,,,,,,,,,,,,,,,,,322000.0,395000.0,391000.0,386000.0,383000.0,370000.0,,,JP
YAMADA HOLDINGS,JP3939000000,,,,,,,,,,,,,,,,,,,,,10000.0,11000.0,54000.0,53000.0,53000.0,48000.0,,JP
YAMATO HDG.,JP3940000007,,,,,,,,,,,,,,594214.0,584329.0,459000.0,458000.0,,,657000.0,668367.0,661193.0,668554.0,673213.0,659537.0,656732.0,,JP
ASTELLAS PHARMA,JP3942400007,,,,,,,,,,,,205000.0,91000.0,83000.0,79000.0,82000.0,102978.0,98500.0,94547.0,87429.0,82093.0,70898.0,63276.0,63691.0,59051.0,57124.0,,JP
YAMAHA,JP3942600002,,,,,,,,,,,,,,,,,,26000.0,,23000.0,22000.0,23000.0,22000.0,24000.0,22000.0,20000.0,18000.0,JP
YAMAHA MOTOR,JP3942800008,,,,,,,,,,,,,,,190658.78,166518.95,149000.0,147281.0,149043.0,146167.0,155847.0,130174.0,151002.0,154950.0,144959.0,,,JP
YOKOGAWA ELECTRIC,JP3955000009,,,,,,40000.0,40000.0,47000.0,,,,,,,,20666.0,15762.0,12153.0,12580.0,15412.0,15015.0,14000.0,11727.0,12015.0,15390.0,11966.0,12141.0,JP
RAKUTEN GROUP,JP3967200001,,,,,,,,,,,,,,,,,174.0,300.0,304.0,1152.3,2591.0,2705.0,1647.0,1745.0,2991.0,,,JP
RICOH,JP3973400009,,,,,,,,,,,,181400.0,183300.0,177400.0,177400.0,183500.0,181000.0,154900.0,154900.0,142700.0,141900.0,136600.0,117328.0,114664.0,113620.0,107885.0,,JP
RINNAI,JP3977400005,,,,,,,,,,,,,,,29448.78,,,35612.0,38663.0,40313.0,40254.0,36723.0,35161.0,35941.0,36779.0,34876.0,,JP
LAWSON DEAD - DELIST.24/07/24,JP3982100004,,,,,,,,,,,,5552.0,5778.0,5738.3,7232.0,6500.0,6100.0,5500.0,5300.0,5100.0,4400.0,4500.0,4300.0,4200.0,4300.0,50316.0,,JP
ROHM,JP3982800009,,,,,,,,,,,,,,,152264.0,73408.0,52580.0,42904.0,35080.0,36002.0,151469.0,129552.0,129979.0,164180.0,173711.0,180771.0,165232.0,JP
CJ LOGISTICS,KR7000120006,,,,,,,,,,,,,,,,,145250.0,134957.0,137978.0,128572.0,122306.0,123199.0,180620.0,160281.0,167062.0,,,KR
DOOSAN,KR7000150003,,,,,,,,,,,,,,30318.0,34800.0,30000.0,39700.0,39000.0,34000.0,31600.0,32500.0,31362.0,30342.0,27728.0,24186.0,26440.0,,KR
DL,KR7000210005,,,,,,,,,,,,38147.0,21346.0,19731.0,20718.0,,17852.0,32724.0,36419.0,23646.0,27002.0,1213041.0,1671232.0,2099058.0,1852004.0,1752436.0,,KR
KIA CORPORATION,KR7000270009,,,,,,,,,,,,377661.0,418620.0,,,394732.0,385155.0,410536.0,385000.0,,368700.0,359000.0,365100.0,379900.0,353900.0,386300.0,,KR
SK HYNIX,KR7000660001,,,,,,,,,,,923051.0,2079450.0,1321440.0,1358160.0,1351450.0,1644970.0,1889050.0,1852725.0,1709628.0,1958542.0,2126171.0,2711409.0,2628921.0,2942757.0,2338090.0,,,KR
HYUNDAI ENGR.& CON.,KR7000720003,,,,,,,,,,,76058.0,39009.0,27357.54,12188.0,13245.0,13232.0,421556.0,453176.0,430440.0,423202.0,417904.0,167071.0,193064.0,335299.0,313273.0,190746.0,,KR
SAMSUNG FIRE & MAR.IN.,KR7000810002,,,,,,,,,,,,11268.0,9073.0,6851.0,5550.0,5316.0,5654.0,5629.0,4903.0,4776.0,4327.0,3233.0,3016.0,6370.93,5716.63,,,KR
CJ,KR7001040005,,,,,,,,,,,,,,,,,,,,,324467.0,358222.0,357073.0,350727.0,331665.0,1746495.0,,KR
DONGKUK HOLDINGS,KR7001230002,,,,,,,,,,,,,,,,,,,723000.0,673000.0,677000.0,655000.0,686000.0,691000.0,524448.0,,,KR
SK NETWORKS,KR7001740000,,,,,,,,,,,,,,,,,,8470.0,8456.0,9267.0,9029.0,13765.4,10212.3,10330.2,9287.4,8726.3,,KR
KCC,KR7002380004,,,,,,,,,,,,,964620.0,797507.0,842863.0,931144.0,1115637.0,1172140.0,345386.0,340514.0,284623.0,,,,322717.0,306659.0,,KR
AMOREPACIFIC HOLDINGS,KR7002790004,,,,,,,,,,,,,,,,,29644.0,29460.0,29558.0,30892.0,34197.0,13174.0,13176.0,12580.0,11786.0,,,KR
KOREAN AIR LINES,KR7003490000,,,,,,,,,,,,12223552.0,12367332.0,12841651.0,12538939.0,12805100.0,13038702.0,13327600.0,13347835.0,13313049.0,13335813.0,7626574.0,7503920.0,8631157.0,11852913.0,12948647.0,,KR
HYUNDAI STEEL,KR7004020004,,,,,,,,,,,,766000.0,10247391.0,10197985.0,11080000.0,13317000.0,14157000.0,15622000.0,15710000.0,16492000.0,27164000.0,25967000.0,25857000.0,25907000.0,26852000.0,,,KR
SHINSEGAE,KR7004170007,,,,,,,,,,,,,,,,,,,,,17278.0,13948.0,12645.0,14290.0,15160.0,20244.0,,KR
NONGSHIM,KR7004370003,,,,,,,,,,,,,,,,,,,,,83678.0,91595.0,87516.0,88477.17,90620.0,91981.0,,KR
LOTTE CHILSUNG,KR7005300009,,,,,,,,,,,,,,,,,,,,65428.0,64141.0,58606.0,57175.0,53530.0,50857.0,50129.0,,KR
HYUNDAI MOTOR,KR7005380001,,,,,,597000.0,,,,,700800.0,799295.0,821374.0,877211.0,842635.0,835240.0,797391.0,822273.0,852547.0,885653.0,807498.0,716237.0,724013.0,719949.0,696590.0,679822.0,,KR
POSCO HOLDINGS,KR7005490008,,,,,,,,,,72908000.0,60457000.0,68748000.0,74602000.0,85678000.0,79928000.0,84451000.0,82741000.0,81346000.0,75633360.0,77391479.0,79447924.0,82252254.0,163530318.0,146021693.0,154758163.0,153227960.0,,KR
DB INSURANCE,KR7005830005,,,,,,,,,,,,,461.0,401.0,3148.0,2884.0,3034.0,3339.0,3335.0,3444.0,3112.0,2751.0,2766.0,2935.0,2606.0,2366.13,,KR
SAMSUNG ELECTRONICS,KR7005930003,,,,,,,,4056000.0,3496000.0,3921000.0,3750000.0,4155000.0,4045113.0,2098000.0,2221000.0,2620000.0,2445000.0,2554000.0,3668000.0,4855000.0,5067000.0,5726000.0,7604000.0,5972000.0,3733000.0,4725000.0,,KR
NH INVESTMENT & SECS.,KR7005940002,,,,,,,,,,,,1365.0,1364.78,1467.47,1457.89,,393.9,68.3,88.5,87.3,463.5,489.0,731.4,1074.6,887.4,830.1,,KR
LS,KR7006260004,,,,,,,,,,,,,,,38000.0,41000.0,40000.0,40937.0,,,,,260269.0,244270.0,228350.0,,,KR
GS ENGR. & CON.,KR7006360002,,,,,,,,,,,,19757.0,52862.0,51499.0,45473.0,45162.0,74022.0,68597.0,63959.0,71547.0,58994.0,49466.0,46324.0,51624.0,51720.0,58436.0,,KR
SAMSUNG SDI,KR7006400006,,,,,,,,,,,73823.0,80476.0,,,,,92964.0,99847.0,143581.0,154704.0,162873.0,183925.0,225594.0,242116.0,272196.0,282108.0,,KR
MIRAE ASSET SECURITIES,KR7006800007,,,,,,,,,,,,721.8,749.4,1272.0,1113.0,736.0,578.0,719.0,1075.0,1033.0,904.0,979.0,942.0,1002.0,1043.0,,,KR
SAMSUNG ELTO.MECHANICS,KR7009150004,,,,,,,,,,,,57264.0,68478.0,66758.0,64290.0,62229.0,62725.0,64571.0,59513.0,66138.0,76506.0,79240.0,113118.0,117758.0,106477.0,94477.0,,KR
HD KOA.SHIPBLDG.& OFFS. ENGR.,KR7009540006,,,,,,,,,,458068.0,356617.0,410540.0,448400.0,407880.0,393140.0,509569.0,385210.0,366041.0,331050.0,320645.0,366302.0,371559.0,396323.0,405300.0,450318.0,,,KR
HANWHA SOLUTIONS,KR7009830001,,,,,,,,,,,,379164.0,312012.0,332007.0,315000.0,317000.0,304000.0,,,348576.0,373789.0,409412.0,394639.0,377730.0,462646.0,,,KR
OCI HOLDINGS COMPANY,KR7010060002,,,,,,,,,,,,1276305.0,906700.0,913772.0,921047.0,826829.0,743457.0,787055.0,703238.0,,,584350.0,,,,1912733.0,,KR
LS ELECTRIC,KR7010120004,,,,,,,,,,,,236451.0,199146.0,174302.1,266289.6,201620.0,226975.0,186792.0,250704.0,6576.0,5914.0,5288.0,4587.0,4913.0,4525.0,4180.88,,KR
KOREA ZINC,KR7010130003,,,,,,,,,,,,,,,,,,,,2214108.0,2221390.0,1898495.0,2349299.0,2352409.0,2574427.0,,,KR
SAMSUNG HEAVY INDS.,KR7010140002,,,,,,,,,,,210357.0,231561.0,268194.0,225909.0,228659.0,223069.0,200441.0,149427.0,250236.0,101961.0,134460.0,182254.0,167050.0,122186.0,157022.0,,,KR
HD HYUNDAI MIPO DEAD - DELIST.15/12/25,KR7010620003,,,,,,,,,,,,,,,,,,,,44678.0,50036.0,,50696.0,55660.0,57122.0,57110.0,,KR
S-OIL,KR7010950004,,,,,,,,,,,,,7269000.0,7038000.0,6399000.0,6406000.0,6380000.0,6537000.0,6550000.0,7150000.0,7744000.0,7824000.0,8137000.0,7904000.0,7925000.0,7954320.83,,KR
LOTTE CHEMICAL,KR7011170008,,,,,,,,,,,3596255.0,3598658.0,3316493.0,4168845.0,4417118.0,4400115.0,4200520.0,4207694.0,4428209.0,4177933.0,4745116.0,3623926.0,4461515.0,4187396.0,5977499.0,,,KR
HMM,KR7011200003,,,,,,,,,,,,7277330.0,7386430.0,8026110.0,6303850.0,5314630.0,4953680.0,1846346.0,1837690.0,4705401.08,4194837.38,4863895.52,5462335.0,5347776.0,5456615.0,5993765.0,,KR
HYUNDAI MOBIS,KR7012330007,,,,,,,,,,,20257.0,42351.0,65255.0,40966.85,22238.0,18381.0,,36139.0,40586.0,48265.0,45095.0,47073.0,55090.0,55557.0,52795.0,52991.0,,KR
HANWHA AEROSPACE,KR7012450003,,,,,,,,,,,,23718.0,20469.3,12203.0,,,8015.04,7087.68,,,4479.0,4847.0,4586.0,7529.0,32160.0,,,KR
KOREA ELECTRIC POWER,KR7015760002,,,,,,,,,,,,,,1174220.0,1310000.0,1280000.0,1150000.0,1230000.0,1290000.0,1170000.0,910000.0,171983805.0,171252033.0,162105787.0,146192751.0,,,KR
SAMSUNG SECURITIES,KR7016360000,,,,,,,,,,,,1499.0,1804.0,762.0,760.0,624.0,584.0,589.0,866.0,848.0,710.0,654.0,622.0,595.0,629.0,866.0,,KR
SK TELECOM,KR7017670001,,,,,,,,,,11652.0,10412.0,13738.0,9561.0,7803.0,7375.0,7124.0,8431.0,7152.0,6820.0,7603.0,6604.0,6133.0,6286.0,6394.0,6063.0,5923.0,,KR
COWAY,KR7021240007,,,,,,,,,,,,5160.0,368.0,342.0,256.0,196.0,391.0,401.0,630.0,676.0,640.0,601.0,877.0,831.0,11261.0,11395.0,,KR
LOTTE SHOPPING,KR7023530009,,,,,,,,,,,29818.83,73937.0,105037.09,,,,,,,83201.0,70942.0,95208.0,97469.0,101260.0,96041.0,,,KR
INDUSTRIAL BANK OF KOREA,KR7024110009,,,,,,,,,,,,13888.0,11019.0,9246.0,,,,,,12432.0,11384.0,9532.0,8120.0,6596.0,6982.0,,,KR
SAMSUNG E&A,KR7028050003,,,,,,,,,,,,92730.0,67824.0,196956.0,249240.0,219627.0,140005.0,87851.0,66877.0,42703.0,18308.0,27058.0,28106.0,34690.0,33042.0,,,KR
KT,KR7030200000,,,,,,,,,42678.7,46485.0,45362.0,68033.0,63678.0,63251.0,60481.0,44073.0,41355.0,41368.0,41373.0,38482.0,36087.0,35645.0,37674.0,37885.0,66134.0,63694.97,,KR
LG UPLUS,KR7032640005,,,,,,,,,,,,6917.0,9219.0,8098.0,6828.0,5822.0,6715.0,5355.0,4077.0,5147.0,7997.0,8259.0,7579.0,7472.0,7787.0,6947.0,,KR
KT & G,KR7033780008,,,,,,,,,,,22656.0,22822.0,38695.67,41348.88,40659.73,37600.55,38251.29,30621.32,31187.0,55522.0,73469.6,74583.0,70892.0,74258.0,72087.0,68330.0,,KR
DOOSAN ENERBILITY,KR7034020008,,,,,,,,,,,,152752.0,155103.0,139115.0,126655.0,149189.0,136861.0,127608.0,117800.0,105500.0,108700.0,105400.0,84800.0,163780.0,173454.0,196452.0,,KR
LG DISPLAY,KR7034220004,,,,,,,,,,,2903155.0,3477694.0,3260835.0,,,,4588340.0,3256733.0,3205450.0,3530371.0,2964478.0,2181178.0,2091506.0,1158706.0,1056041.0,,,KR
KANGWON LAND,KR7035250000,,,,,,,,,,,,47867.0,58513.0,31555.0,30992.0,27976.0,26234.0,25084.0,23757.0,27030.0,30664.0,19642.0,21583.0,26861.0,28507.0,,,KR
KOREA GAS,KR7036460004,,,,,,,,,,,,232164.0,305215.0,308957.0,329511.0,246750.0,456413.0,469305.0,299474.0,372267.0,287642.0,206510.0,279215.0,324820.0,249923.0,,,KR
NCSOFT,KR7036570000,,,,,,,,,,,,,,,,,,,,481.2,535.1,530.9,598.0,884.3,843.6,,,KR
HANWHA OCEAN,KR7042660001,,,,,,,,,,,,177613.0,241274.0,202225.0,179695.0,215249.4,,,,163495.0,186736.2,128236.0,101295.0,122529.0,187855.0,,,KR
HD HYUNDAI INFRACORE DEAD - DELIST.26/01/26,KR7042670000,,,,,,,,,,,,35358.0,,37072.0,40757.0,35269.0,30954.0,27823.0,33558.0,39000.0,38562.0,33005.0,35593.0,31773.0,29872.0,,,KR
DAEWOO ENGR.& CON.,KR7047040001,,,,,,,,,,,,,,14183.0,13503.0,11192.7,11529.05,11118.0,9146.0,8582.0,7149.0,6943.0,5130.0,6266.0,3928.0,,,KR
LG H & H,KR7051900009,,,,,,,,,,,41184.0,5338.0,5476.0,5534.0,41724.0,41219.0,40505.0,47546.0,46088.0,49860.0,48998.09,47362.0,44535.0,46878.0,37781.0,33009.0,,KR
LG CHEM,KR7051910008,,,,,,,,,,3724070.0,4200350.0,4200586.0,4207796.0,4753969.0,4827192.0,4663830.0,4925748.0,5248663.0,5270020.0,5317349.0,5405608.0,5390035.0,5439321.0,5628898.0,5176533.0,5653173.0,,KR
LG ELECTRONICS,KR7066570003,,,,,,,,,,357000.0,298000.0,349000.0,442169.0,408866.0,381000.0,395000.0,412000.0,341000.0,1105000.0,785000.0,603000.0,429000.0,332724.0,265249.0,208947.0,,,KR
GS HOLDINGS,KR7078930005,,,,,,,,,,,5390786.0,5490000.0,6322000.0,6314000.0,6824874.0,6500458.0,6616133.0,6993791.0,6379481.0,6342643.0,13053297.0,12931736.0,14352688.0,15740701.0,15064399.0,,,KR
HYUNDAI GLOVIS,KR7086280005,,,,,,,,,,,,,,56148.0,2195524.0,2832223.0,3803780.0,3989509.0,3481452.0,3383412.0,4048198.0,3123760.0,3854998.0,3924263.0,3489416.0,,,KR
