NAME,ISIN,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,country_code
OMRON,JP3197800000,,,,,,94247.0,125690.0,,,,,66692.0,,51203.0,37039.0,48457.0,62636.0,72485.0,50873.0,67851.0,43826.0,34394.0,20047.0,13749.0,4177.0,3727.0,,JP
ORIENTAL LAND,JP3198900007,,,,,,,,,,,,,,,,,,,60000.0,60000.0,62000.0,52000.0,46000.0,48000.0,74866.0,71424.0,63988.0,JP
ORIX,JP3200450009,,,,,,,,,,,251900.0,,,231852.0,287405.0,287405.0,236214.0,235780.0,225599.0,235249.0,907345.0,1138566.0,987771.0,1044892.0,981519.0,991233.0,942714.0,JP
OLYMPUS,JP3201200007,,,,,,,,,,,,35031.0,88215.0,26266.0,24307.0,19849.0,13583.0,13564.0,26851.0,30124.0,27557.0,27893.0,28427.0,30185.0,28935.0,25365.0,24120.0,JP
KAO,JP3205800000,,,,,,,,,608500.0,,,641400.0,664800.0,668200.0,629000.0,657000.0,667000.0,649000.0,653000.0,652000.0,644000.0,616000.0,605000.0,595000.0,539000.0,503000.0,,JP
CASIO COMPUTER,JP3209000003,,,,,,,,,,,,24916.0,,3709.9,2743.3,6043.2,5729.3,5483.1,5619.2,5670.1,5268.0,4572.0,3618.5,3477.1,3384.8,3556.9,,JP
KAJIMA,JP3210200006,,,,,,,,217768.0,322874.0,301000.0,312000.0,165000.0,136000.0,161276.0,159000.0,173000.0,204000.0,204000.0,185000.0,190000.0,205000.0,170000.0,124000.0,245000.0,291000.0,271000.0,283000.0,JP
KAWASAKI KISEN KAISHA,JP3223800008,,,,,,,11462527.0,12027651.0,13238804.0,14150040.0,,,,,12351608.0,,,13267268.0,12971192.0,13417625.0,12536134.0,10325224.0,9202613.0,6583464.0,6649847.0,6550995.0,,JP
KAWASAKI HEAVY INDUSTRY,JP3224200000,,,,,,277780.0,285652.0,292902.0,314073.0,312567.0,160734.0,110942.0,,142755.0,138485.0,,,176000.0,179000.0,176000.0,162000.0,168956.0,139502.0,134855.0,136736.0,135163.0,142390.0,JP
KANSAI ELECTRIC PWR.,JP3228600007,,,,36840000.0,36840000.0,,,,,,51730000.0,,,,,,45710000.0,41800000.0,39490000.0,32814000.0,28657000.0,26632000.0,28572000.0,23771000.0,23048000.0,19878000.0,,JP
CANON,JP3242800005,,,,675000.0,,1528000.0,854000.0,950000.0,,,,,184630.0,145283.0,128068.0,176894.0,169974.0,164769.0,174342.0,160520.0,151504.0,122514.0,142655.0,159899.0,161639.0,197992.0,,JP
CANON MARKETING JAPAN,JP3243600008,,,,,,,,,,,,,,,,,8490.0,8339.0,8339.0,7864.0,7275.0,5765.0,5800.0,6017.0,5665.0,5451.0,,JP
KYUSHU ELEC.POWER,JP3246400000,,,,,,,9000.0,1100000.0,,,,,,,,,,27500000.0,27500000.0,26400000.0,17560000.0,19040000.0,22110000.0,17490000.0,23690000.0,17790000.0,17390000.0,JP
KYOCERA,JP3249600002,,,,,,,,,,,,,,,,,,,133440.0,127270.0,122851.0,162899.0,128088.0,134684.0,122710.0,115672.0,,JP
KYOWA KIRIN,JP3256000005,,,,,,684000.0,,,,,804000.0,690000.0,,,67695.0,66155.0,64706.0,64652.0,68711.0,68027.0,17244.0,17185.0,16402.0,16221.0,16780.0,16133.0,,JP
KIRIN HOLDINGS,JP3258000003,,,,,,,,,,,934101.0,902923.0,466558.0,536692.0,,369000.0,391000.0,401000.0,371897.0,377216.0,377000.0,357000.0,353000.0,361479.0,353404.0,,,JP
KINTETSU GROUP HDG.,JP3260800002,,,,,,,,,,,,33249.0,,36559.0,36613.0,,,,58191.0,59772.0,57884.0,53285.0,46881.0,40141.0,77233.0,126730.0,,JP
KUBOTA,JP3266400005,,,,,,,293000.0,321000.0,,,,272000.0,249200.0,462280.0,292000.0,325000.0,363000.0,313000.0,299000.0,316000.0,310000.0,291000.0,309000.0,302000.0,284000.0,243000.0,,JP
MEDIPAL HOLDINGS,JP3268950007,,,,,,,,,,,,,,,,,,,,37319.03,36032.17,34101.88,33458.44,30700.0,28439.0,31081.0,,JP
KURARAY,JP3269600007,,,,,,,1161000.0,1100000.0,,,,,,1147100.0,1078000.0,1763766.0,1173000.0,1186000.0,1224000.0,2000000.0,2060000.0,2045000.0,1973000.0,1877000.0,1748000.0,1917000.0,,JP
KURITA WATER IND.,JP3270000007,,,,,,,12966.3,12207.41,,,,,,,,,,,29266.0,6000.0,10000.0,26000.0,14000.0,14000.0,13000.0,13000.0,,JP
GLORY,JP3274400005,,,,,,,,,,,,,,,,,,,1046.0,1059.0,3110.0,3016.0,2816.0,2744.0,18069.0,18105.0,,JP
GUNMA BANK,JP3276400003,,,,,,,,,,,,,,,,,,,,,1618.0,1679.0,1526.0,1609.0,1544.0,1382.0,,JP
KOSE HOLDINGS,JP3283650004,,,,,,,,,,,,,,,,,,,,8554.1,7793.7,7276.0,7270.0,6405.84,5991.2,5509.9,,JP
KOBE STEEL,JP3289800009,,,,,,,,,,,,16437800.0,17984000.0,17213000.0,16243000.0,,,,17500000.0,17700000.0,16400000.0,15600000.0,14500000.0,15300000.0,14700000.0,14700000.0,14230412.0,JP
COCA-COLA BOTTLERS JAPAN HOLDINGS,JP3293200006,,,,,,,,,,,,,,98957.0,,,,,378273.0,224332.0,191551.0,188330.0,188371.0,190313.0,192795.0,186383.0,,JP
INPEX,JP3294460005,,,,,,,,,,,,425100.0,396091.0,466568.0,485041.0,608334.0,550454.0,733100.0,377426.0,584309.0,8887000.0,7630000.0,6658000.0,6339000.0,6622000.0,6614000.0,,JP
KONICA MINOLTA,JP3300600008,,,,,,,,132181.0,,346000.0,455900.0,103210.0,,,171677.0,164000.0,171425.0,167360.0,162195.0,175266.0,169835.0,166845.0,147379.0,158938.0,151422.0,147677.0,,JP
KOMATSU,JP3304200003,,,,,,,,183228.0,,,152000.0,93625.0,167900.0,147696.0,123754.0,111200.0,104900.0,90800.0,92000.0,116200.0,114400.0,128000.0,104100.0,123000.0,128000.0,108000.0,94000.0,JP
YOKOHAMA FINANCIAL GROUP,JP3305990008,,,,,,,,,,,,,,,,,,825.0,818.0,783.0,958.0,975.0,912.0,848.0,843.0,782.0,885.0,JP
SUMCO,JP3322930003,,,,,,,,,,,,,,,,,21000.0,22000.0,23000.0,25000.0,26000.0,25000.0,27000.0,28000.0,86000.0,87000.0,,JP
SANKYO,JP3326410002,,,,,,,,,,,,,,,,,,,,1338.0,1198.0,1102.0,998.0,973.0,959.0,935.0,,JP
SANTEN PHARM.,JP3336000009,,,,,,,,,,,,,,,,,,,16623.0,16811.0,17018.0,15296.0,14860.0,14820.0,16948.0,17021.0,17372.0,JP
SYSMEX,JP3351100007,,,,,,,,,,,,,,,,,,,,3410.0,4447.0,4093.0,4034.0,4023.0,13986.0,13925.0,13449.0,JP
SHISEIDO,JP3351600006,,,,,,,,,,,,21552.0,23198.0,23227.0,30202.0,26802.0,48009.0,31638.0,31332.0,27632.0,27036.0,25968.0,28744.0,23912.0,21105.0,17825.0,,JP
CITIZEN WATCH,JP3352400000,,,,,,,,,,,,,,,,,,21088.0,22513.0,22737.0,22092.0,19763.0,16770.0,18383.0,18487.0,17201.0,,JP
SHIMADZU,JP3357200009,,,,,,,,,21106.0,19695.0,6642.0,5846.0,4668.16,3287.0,,,4000.0,4000.0,3000.0,4000.0,4000.0,3000.0,2000.0,2243.0,2330.0,2624.0,,JP
SHIMANO,JP3358000002,,,,,,,,,,,,,,,,,,,,,10379.0,18465.0,21764.0,18148.0,10356.0,9900.0,,JP
SHIMAMURA,JP3358200008,,,,,,,,,,,,,,,,,1458.0,1006.0,868.0,730.0,653.0,561.0,561.0,764.0,775.0,744.0,,JP
SHIMIZU,JP3358800005,,,,,,,,,,,,164731.0,195816.0,,221457.0,,,,,,234209.0,191440.0,153344.0,197818.0,153596.0,222395.0,214168.0,JP
SHARP,JP3359600008,,,,,,,,,1412466.0,1803101.0,1733006.0,405965.0,380000.0,308000.0,265000.0,361000.0,191000.0,153000.0,149000.0,264000.0,265000.0,252000.0,270000.0,279000.0,331000.0,290000.0,260000.0,JP
MITSUI OSK LINES,JP3362700001,,,,,,,,,,,,18708290.0,20073240.0,18627000.0,19053000.0,18860000.0,18803000.0,18676000.0,18203000.0,17774000.0,12199000.0,11136501.0,9831022.0,10740429.0,10858677.0,10779837.0,,JP
RESONAC HOLDINGS,JP3368000000,,,,,,,,,,,,,,,3079000.0,3104000.0,3130000.0,3184000.0,3115000.0,3156000.0,3562000.0,3408000.0,3481000.0,3387000.0,3292000.0,3300000.0,,JP
SHIN-ETSU CHEMICAL,JP3371200001,,,,,,,,,1264151.0,1247510.0,1130020.0,1139046.0,1213398.0,1397314.0,1390679.0,1218402.0,1401137.0,1593000.0,1650000.0,1734000.0,1696000.0,1890000.0,2111000.0,2077000.0,2246000.0,2242000.0,2326000.0,JP
SHINKO ELEC.INDS. DEAD - DELIST.06/06/25,JP3375800004,,,,,,,,,,,,,,,30546.0,32442.0,38660.0,37660.0,35769.8,37550.8,38472.0,38556.0,45131.0,48076.0,44135.0,45737.0,,JP
NIPPON STEEL,JP3381000003,,,,,,,,,,,,,,,,,,89000000.0,89000000.0,86000000.0,81337000.0,78693000.0,63170000.0,71311000.0,63403000.0,64020000.0,63672000.0,JP
GS YUASA,JP3385820000,,,,,,,,,,,13190.0,14510.0,17627.0,18505.0,14898.0,15333.0,21924.0,,22914.0,23165.0,73273.0,66181.0,63867.0,67085.0,64841.0,57838.0,58153.0,JP
J S R DEAD - DELIST.25/06/24,JP3385980002,,,,,,,,,825000.0,,,,,388000.0,,,430136.0,411785.0,431489.0,418037.0,440000.0,408000.0,399000.0,357000.0,34000.0,,,JP
JFE HOLDINGS,JP3386030005,,,,,,,,,,,,,,,,,,54700000.0,55000000.0,54900000.0,52300000.0,52900000.0,46600000.0,51900000.0,49000000.0,47400000.0,,JP
JAFCO GROUP,JP3389900006,,,,,,,,,,,,,,,,,,,,9.1,9.3,6.1,3.0,4.2,11.2,12.2,,JP
SUZUKI MOTOR,JP3397200001,,,,,,,,,,,,,,,,180000.0,630000.0,550000.0,610000.0,650000.0,620000.0,530000.0,380000.0,400000.0,420000.0,410000.0,410000.0,JP
SUMITOMO OSAKA CEMENT,JP3400900001,,,,,,,,,,,,,,,,,,,9150000.0,9390000.0,9280000.0,9050000.0,8700000.0,8810000.0,8230000.0,7540000.0,7307000.0,JP
SUMITOMO CHEMICAL,JP3401400001,,,,,,3922000.0,4774000.0,4644000.0,4728000.0,4680000.0,4659000.0,4533000.0,6630000.0,,,2397000.0,2403000.0,1437000.0,1294000.0,6678000.0,6065000.0,6169000.0,6346000.0,6592000.0,5673000.0,4262000.0,4836000.0,JP
SUMITOMO METAL MINING,JP3402600005,,,,,,,,,1441000.0,,,1220000.0,1199000.0,1342000.0,1308730.0,1594000.0,2330000.0,2085000.0,1785000.0,1858000.0,1839000.0,1943000.0,1877000.0,1786000.0,1965000.0,1830000.0,,JP
SUMITOMO,JP3404600003,,,,,,,,,,,,,,,,,,,64859.0,934276.0,939346.0,792000.0,1527000.0,1621000.0,1528000.0,4530000.0,6666000.0,JP
SUMITOMO HEAVY INDS.,JP3405400007,,,,,,,,,,21700.0,21000.0,15800.0,,,,,,,,36252.29,37674.0,39765.0,36572.0,38419.0,36272.0,31601.0,,JP
SUMITOMO ELECTRIC IND.,JP3407400005,,,,,,,,,,,,207000.0,225000.0,186800.0,193243.0,,,,,,,333000.0,327000.0,343000.0,305000.0,288000.0,,JP
SUMITOMO REAL.&DEV.,JP3409000001,,,,,,,,,,,,,,,,,,,,17487.0,18916.0,42445.0,41447.0,44000.0,44000.0,43000.0,,JP
SEIKO EPSON,JP3414750004,,,,,,833945.0,,,,,,,,,181855.0,107892.0,116061.0,116826.0,132885.0,136734.0,127737.0,122263.0,124929.0,124724.0,159196.0,126195.0,,JP
SEINO HDG.,JP3415400005,,,,,,,,,,,,,,,,,,,,,418565.0,403767.0,397519.0,396730.0,378524.0,371364.0,,JP
SEGA SAMMY HDG.,JP3419050004,,,,,,,,,,,,,,,,13958.0,13485.0,10658.0,8613.0,8712.0,7199.0,5782.0,6093.0,7049.0,6620.0,5801.0,1046.0,JP
SEKISUI CHEMICAL,JP3419400001,,,,,,,,,,195936.0,182218.0,178910.0,396490.0,178832.0,155323.2,,,140210.0,,,203000.0,212000.0,203000.0,220000.0,187000.0,183000.0,184000.0,JP
SEKISUI HOUSE,JP3420600003,,,,,,,,,,234720.0,,114633.0,122977.0,113490.0,71144.65,,80000.0,86000.0,80000.0,77000.0,73000.0,71000.0,86000.0,52917.0,55483.0,50371.0,42919.0,JP
JAPAN PETROLEUM EXP.,JP3421100003,,,,,,,,,,,,276439.0,256768.0,220687.0,221286.0,198164.0,190835.0,177942.0,190581.0,526043.0,714223.0,771882.0,741000.0,554000.0,217000.0,217000.0,184000.0,JP
SECOM,JP3421800008,,,,,,,,,,,,,,,,,,,56050.0,55408.15,63404.94,68472.86,60908.8,58832.48,56405.3,53858.45,,JP
ANA HOLDINGS,JP3429800000,,,,,,7000000.0,6700000.0,6700000.0,8109000.0,8440000.0,8153000.0,7590000.0,7990000.0,8390000.0,9110000.0,9480000.0,10209000.0,10653000.0,11180000.0,11520000.0,11470000.0,12373420.0,5414000.0,7695000.0,9354000.0,10579000.0,11279000.0,JP
SONY GROUP,JP3435000009,,,,807854.0,737162.0,716899.0,717045.0,677866.0,545057.0,525791.0,464753.0,370050.0,361183.0,353459.0,301221.0,304244.0,289420.0,299975.0,267288.0,234291.0,187000.0,188000.0,203000.0,211000.0,230000.0,241000.0,235000.0,JP
SOFTBANK GROUP,JP3436100006,,,,,,,,,,,,,,,,,,,,11386.0,11456.0,15803.0,15416.0,12052.0,15127.0,7477.0,,JP
SBI HDG.,JP3436120004,,,,,,,,,,,,,,,,,,,,14.0,108.0,107.0,85.0,1299.0,1482.0,1206.0,1071.0,JP
TAISEI,JP3443600006,,,,,,292000.0,294000.0,,,,181974.0,166000.0,129000.0,135109.0,118100.0,163000.0,124000.0,128000.0,215000.0,252000.0,284000.0,279000.0,242000.0,245000.0,217000.0,218000.0,,JP
TAIHEIYO CEMENT,JP3449020001,,,,,,15977000.0,15326000.0,36100000.0,16466711.0,15401000.0,35566840.0,13825000.0,12802000.0,11274000.0,12349000.0,14750000.0,,,,22315000.0,22537000.0,25000000.0,24029000.0,23679000.0,20065000.0,19007000.0,19790000.0,JP
TAIYO YUDEN,JP3452000007,,,,,,,,,,46000.0,40000.0,36000.0,37393.0,39000.0,36200.0,30218.0,33880.0,33810.0,33760.0,30240.0,34400.0,39000.0,42000.0,44000.0,42000.0,52000.0,58000.0,JP
TAKASHIMAYA,JP3456000003,,,,,,,,,,,,,,,15545.0,,,,,,12153.0,24953.0,21055.0,20197.0,19910.0,18905.0,,JP
TAKEDA PHARMACEUTICAL,JP3463000004,,,,,,,,,,,211753.0,147880.0,171978.0,,,,,161000.0,161000.0,160000.0,195058.0,333000.0,293000.0,316000.0,277000.0,279000.0,273000.0,JP
DAIICHI SANKYO,JP3475350009,,,,,,,,,,,,179102.0,159291.0,124796.0,130279.0,135964.0,123960.0,119165.0,115474.0,108106.0,100503.0,93934.0,87252.0,89405.0,86006.0,85245.0,,JP
DAIKIN INDUSTRIES,JP3481800005,,,,,,,,,,,,580645.0,443901.0,1151691.41,936958.0,,,,1010000.0,760000.0,690000.0,687000.0,550000.0,600000.0,547000.0,524000.0,514000.0,JP
DAICEL,JP3485800001,,,,,,,,,,,,,,,,,,,,1769000.0,1736000.0,1686000.0,1645000.0,1654000.0,1713000.0,1640000.0,,JP
DAITO TST.CONSTRUCTION,JP3486800000,,,,,,,,,,,,,,,,,39322.0,38097.0,36788.0,38442.0,38442.0,35963.0,34224.0,41747.0,33708.0,33584.0,35920.0,JP
DIC,JP3493400000,,,,,,,77000.0,334000.0,,,,,,332466.0,,,,,,274590.25,270647.0,253064.0,292063.0,341610.0,278059.0,282856.0,,JP
DAI NIPPON PRINTING,JP3493800001,,,,,,436857.0,436857.0,435289.0,459000.0,,,361200.0,,362400.0,327100.0,,,264000.0,263000.0,269000.0,248000.0,244000.0,327000.0,346000.0,321000.0,310000.0,323000.0,JP
SCREEN HOLDINGS,JP3494600004,,,,,,,,,,,,,,,,,,,,,11617.0,12596.0,10614.0,11023.0,9812.0,10000.0,,JP
KDDI,JP3496400007,,,,,,,,,,,,1229.0,1034.0,2772.0,2947.0,3505.3,4680.0,5344.0,26913.0,22594.0,25511.0,25169.0,25420.0,27687.0,88383.0,28432.0,,JP
MITSUBISHI HC CAPITAL,JP3499800005,,,,,,,,,,,,,,,,,,,,,4402.0,4277.0,3336.0,3449.0,3211.0,3092.0,,JP
RESONA HOLDINGS,JP3500610005,,,,,,,,,32893.0,,,,,,,,,,6859.0,6263.0,6499.0,5949.0,5428.0,5208.0,5444.0,4862.0,4321.0,JP
DAIWA SECURITIES GROUP,JP3502200003,,,,,,,,,,3597.45,3478.54,803.0,1475.0,1234.0,1179.0,917.0,831.0,1012.0,1015.0,998.0,944.0,868.0,842.0,954.0,840.0,926.0,841.0,JP
DAIWA HOUSE INDUSTRY,JP3505000004,,,,,,,,,,,,256900.0,237873.15,202353.82,201757.4,232000.0,274000.0,283900.0,288000.0,269800.0,268700.0,274300.0,216400.0,221400.0,237900.0,684500.0,218300.0,JP
CHIBA BANK,JP3511800009,,,,,,,,,,,,,,,,,,,,,2591.0,2493.0,2425.0,2766.0,2408.0,2614.0,2444.0,JP
CHUGAI PHARM.,JP3519400000,,,,,,,,,,,,,,54141.0,,,,44844.0,46032.0,49488.0,48089.0,42771.0,48898.0,50265.0,47991.0,51143.0,,JP
CHUGOKU ELEC.POWER,JP3522200009,,,,,,,39340000.0,41070000.0,,,,,,,,,,,,21260000.0,20343309.0,19106197.0,17392081.0,18499954.0,19610803.0,18050000.0,15830000.0,JP
CHUBU ELEC.POWER,JP3526600006,,,,,,,57050000.0,51820000.0,,,55060000.0,,,,,,59200000.0,56320000.0,57980000.0,56400000.0,53128465.0,60000.0,110000.0,270000.0,290000.0,200000.0,,JP
CHIYODA CORPORATION,JP3528600004,,,,,,,,,,,,,,,164.0,,3310.0,3364.0,1057.0,,,,52942.0,60395.0,86336.0,89218.0,,JP
TSUMURA,JP3535800001,,,,,,,,,,,,,30057.06,33765.04,,,,,,,32061.0,36441.0,37637.0,39385.0,42972.0,42744.0,,JP
TDK,JP3538800008,,,,,,,,,,,,,,,,,92536.0,95912.0,78795.0,127660.0,120978.0,111341.0,136021.0,146774.0,146350.0,133616.0,,JP
T & D HOLDINGS,JP3539220008,,,,,,,,0.0,397.0,434.0,440.0,2737.0,3063.0,2517.0,2598.0,2388.0,2358.0,2315.0,1997.0,1893.0,1816.0,1746.0,1882.0,1835.0,1697.0,1651.0,1653.0,JP
TEIJIN,JP3544000007,,,,,,,3480000.0,2602000.0,,,,1987703.0,,,1102357.0,,900000.0,860000.0,750000.0,688000.0,712000.0,,710000.0,770000.0,750000.0,670000.0,,JP
TERUMO,JP3546800008,,,,,,,,,,,,,,,,80900.0,77111.0,57323.0,68444.0,57953.0,57483.0,60775.0,62085.0,66667.0,67148.0,64123.0,,JP
ELEC.POWER DEV.,JP3551200003,,,,,,,,,45360000.0,50220000.0,49380000.0,46520000.0,52540000.0,46770000.0,54090000.0,,,,,,53990000.0,53330000.0,53580000.0,47950000.0,48910000.0,44390000.0,45940000.0,JP
DENSO,JP3551500006,,,,,,,,,,,,,,585000.0,570000.0,640000.0,620000.0,610000.0,680000.0,690000.0,675000.0,711000.0,576000.0,602000.0,566000.0,545000.0,,JP
DENTSU GROUP,JP3551520004,,,,,,,,,,,24253.0,0.0,,1250.02,1217.0,4799.0,4482.0,5170.0,5432.0,4981.0,4888.0,3540.0,3195.0,3267.0,4501.0,3001.0,,JP
TOKAI CARBON,JP3560800009,,,,,,,,,,,,,,,,,,38990.0,44332.0,2430000.0,2164000.0,1825000.0,2070000.0,2018000.0,1900000.0,1745000.0,,JP
CENTRAL JAPAN RAILWAY,JP3566800003,,,,,,,,,,,76000.0,78000.0,79000.0,80000.0,80000.0,80000.0,77000.0,73000.0,71000.0,74000.0,71000.0,73000.0,71000.0,71000.0,71000.0,66000.0,93000.0,JP
TOKYO ELECTRON,JP3571400005,,,,,,,,,,,,10451.0,35573.0,8771.0,9006.0,11151.0,20000.0,20000.0,17000.0,17000.0,24000.0,28000.0,29000.0,16000.0,22000.0,21000.0,22000.0,JP
TOKYO GAS,JP3573000001,,,,,,,97000.0,102000.0,,1024000.0,107000.0,,2403755.0,2718000.0,,2800000.0,3077000.0,3186000.0,3712000.0,3902000.0,3588000.0,3467000.0,3927000.0,3071000.0,4394000.0,4675000.0,4132000.0,JP
TOKYU,JP3574200006,,,,,,,,,,,,,,,,,,,,,123541.25,147932.0,138129.0,146952.0,142878.0,141254.0,,JP
TOKYO STEEL MNFG.,JP3579800008,,,,,,,,,,,,,,,,,,,,,324567.0,303698.0,255485.0,321930.0,369454.0,377996.0,,JP
TOKYO TATEMONO,JP3582600007,,,,,,,,,,,,,,,2672.0,3493.0,3243.0,2553.0,2402.0,3300.0,17429.0,14950.0,15802.0,18234.0,14456.0,13808.0,,JP
TOKYO ELECTRIC POWER CO. HDG.,JP3585800000,,,,,,,,,,,,,,,,,97221600.0,91420800.0,89046000.0,84335000.0,81604000.0,191000.0,203000.0,203000.0,205000.0,211000.0,,JP
TOSHIBA DEAD - DELIST.20/12/23,JP3592200004,,,,,,,,1434000.0,1434000.0,,,980000.0,570197.0,822000.0,751000.0,780000.0,750000.0,810000.0,840000.0,330000.0,340000.0,320000.0,280000.0,300000.0,270000.0,,,JP
TOSOH,JP3595200001,,,,,,,,,6600000.0,7140000.0,6920000.0,7770608.0,7860000.0,6830000.0,6790000.0,6920000.0,6740000.0,7490000.0,7630000.0,7705000.0,7797000.0,7727000.0,7588000.0,7787000.0,7645000.0,7333000.0,,JP
TOTO,JP3596200000,,,,,,242323.0,,,,,200000.0,133721.0,,166831.0,159000.0,167000.0,171000.0,168000.0,173000.0,181000.0,179000.0,182000.0,167000.0,188000.0,168000.0,141000.0,,JP
TOHO,JP3598600009,,,,,,,,,,,,,,,,,,,,,7186.9,6841.5,5460.0,5534.4,6042.8,5547.8,,JP
TOHO GAS,JP3600200004,,,,,,,,,,,,,,,,,,,,66998.0,66549.0,62353.0,70269.0,94542.0,83749.0,52077.0,55368.0,JP
TOHOKU ELECTRIC PWR.,JP3605400005,,,,,,35228390.0,33908840.0,40838650.0,,,,,,,,,,,,32800000.0,31900000.0,30600000.0,31140000.0,32815000.0,31069000.0,33760000.0,,JP
TOYO SUISAN KAISHA,JP3613000003,,,,,,,,,,,,,,,,,,,,,168400.0,167600.0,166300.0,166300.0,182900.0,167000.0,,JP
TOYO SEIKAN GROUP HDG.,JP3613400005,,,,,,,,1772000.0,,1637000.0,1644000.0,712461.0,195000.0,187000.0,179000.0,555000.0,538000.0,529000.0,507000.0,467000.0,449000.0,436000.0,388000.0,399000.0,389000.0,370000.0,,JP
TOYOBO,JP3619800000,,,,,,,,,,,,643200.0,,694279.0,700341.0,,,,692000.0,733000.0,709000.0,699000.0,718000.0,720000.0,712000.0,659170.0,,JP
TORAY INDS.,JP3621000003,,,,,,,,,,,,2857754.0,,3142752.0,3168024.0,,,3380000.0,3330000.0,3210000.0,3310000.0,3280000.0,2810000.0,3043571.0,2810029.0,2491279.0,,JP
TOKUYAMA,JP3625000009,,,,,,,,,,,,,,,,,,,,,6680000.0,7165000.0,6760000.0,6809000.0,6515000.0,6168000.0,5743000.0,JP
LIXIL,JP3626800001,,,,,,,,,,,,488000.0,456000.0,496000.0,477000.0,370000.0,331000.0,546000.0,567000.0,580900.0,568000.0,545000.0,466000.0,510000.0,452000.0,425000.0,,JP
TOPPAN HOLDINGS,JP3629000005,,,,,,,,,,,,279441.0,290446.0,295256.0,293624.0,275878.0,265694.0,254495.0,246935.0,239796.0,235048.0,247032.0,241728.0,380193.0,304695.0,256814.0,317562.0,JP
TOYOTA MOTOR,JP3633400001,,,,,,,,,,,2910000.0,2792000.0,2809000.0,2727000.0,,2800000.0,2720000.0,2490000.0,2550000.0,2550000.0,2500000.0,2940000.0,2450000.0,2480000.0,2370000.0,2560000.0,,JP
TOYOTA INDS.,JP3634600005,,,,,,661571.0,652456.0,682056.0,,,202134.0,,,234198.0,193071.8,,,,,,,235170.0,223266.0,366621.0,355411.0,320812.0,306437.0,JP
TOYOTA TSUSHO,JP3635000007,,,,,,,,,,,,,,,,,,,118947.0,218892.0,406403.0,421341.0,399786.0,472267.0,471820.0,444279.0,411741.0,JP
TOYOTA BOSHOKU,JP3635400009,,,,,,,,83407.0,85968.0,,,,,,,,,49866.0,50623.0,63271.0,58087.0,53832.0,54668.0,46100.0,66092.0,64066.0,,JP
DOWA HDG.,JP3638600001,,,,,,,,,,,598080.0,703000.0,,,855900.0,,,,,,1173400.0,1189300.0,1136800.0,1064300.0,1039000.0,1023800.0,,JP
NIKON,JP3657400002,,,,,,71098.0,,,,,,31158.0,26056.0,27220.0,26523.0,24773.0,,24210.0,35818.0,40222.0,38130.0,37052.0,33898.0,34736.0,34668.0,29957.0,,JP
SOJITZ,JP3663900003,,,,,,,,,,,,,,,,,8723.0,7577.0,931930.0,747229.0,659251.0,979348.0,721934.0,721769.0,751233.0,577458.0,580904.0,JP
NICHIREI,JP3665200006,,,,,,,,,,,,,,,40510.0,41088.0,41332.0,42968.0,43814.0,44000.0,43000.0,42000.0,42000.0,74316.0,77994.0,85000.0,,JP
NISSAN CHEMICAL,JP3670800006,,,,,,,,,,,,,,,,,,347118.0,316948.0,265014.0,245469.0,221264.0,220243.0,238958.0,230424.0,180409.0,184280.0,JP
NISSAN MOTOR,JP3672400003,,,,,,,,,,,,,972804.0,1017943.0,835766.0,780970.0,861457.0,926790.0,963661.0,912476.0,725000.0,764929.0,550000.0,588000.0,585000.0,462000.0,,JP
NISSIN FOODS HOLDINGS,JP3675600005,,,,,,,,,,,,,,,,,,,222000.0,221000.0,237000.0,254000.0,284000.0,293000.0,296000.0,287000.0,,JP
NISSHIN SEIFUN,JP3676800000,,,,,,,,,,,,,,,,,,,,59000.0,87000.0,91000.0,87000.0,86000.0,83000.0,150000.0,,JP
NISSHINBO HOLDINGS,JP3678000005,,,,,,,,,,,,264535.0,281087.0,295193.0,283957.0,,,,,,243800.0,246700.0,237900.0,134600.0,109300.0,89300.0,,JP
NITTO DENKO,JP3684000007,,,,,,,,,,,,,425200.0,407699.0,410098.0,406506.0,439412.0,397144.0,379870.0,381505.0,365138.0,343471.0,363488.0,330370.0,299497.0,289000.0,,JP
NIPPON SHEET GLASS,JP3686800008,,,,,,,,,,4000000.0,4100000.0,3700000.0,3700000.0,3900000.0,3500000.0,3200000.0,3100000.0,3000000.0,,2900000.0,3103000.0,2970000.0,2817000.0,3028000.0,2910000.0,2922000.0,2817923.0,JP
NIPPON EXPRESS HOLDINGS,JP3688370000,,,,,,,,,,,1097995.0,994091.0,964371.0,780234.0,777367.0,762226.0,750124.0,728378.0,718425.0,700797.0,663125.0,662000.0,567000.0,546000.0,547000.0,529000.0,,JP
NGK INSULATORS,JP3695200000,,,,,,,,,,,,,,,,,,,317000.0,320000.0,320000.0,309000.0,264000.0,290100.0,252000.0,238000.0,,JP
AOZORA BANK,JP3711200000,,,,,,,,,,,,,,,,,,352.0,368.0,80.0,51.0,144.0,114.0,110.0,106.0,95.0,,JP
NIPPON SANSO HOLDINGS,JP3711600001,,,,,,,,2153000.0,,,2223000.0,,,126000.0,120000.0,120000.0,106000.0,97000.0,102000.0,19000.0,14000.0,1061000.0,987000.0,1087000.0,1103000.0,1062000.0,1085000.0,JP
