Date,Return,Cumulative
2024-06-28,-0.03725092687367453,0.919373835569971
2024-07-31,0.07258915275430221,1.0586995561127703
2024-08-30,0.027551105970148242,1.1154190057439304
2024-09-30,0.006206973536595342,1.1285493555313937
2024-10-31,-0.03259553569692254,1.0591681490305085
2024-11-29,0.04123859700803129,1.1440853545001515
2024-12-31,-0.0187161694839025,1.1039562896173734
2025-01-31,-0.015539349852893129,1.071262176757814
2025-02-28,0.038286211690141514,1.1505629589229471
2025-03-31,0.0221259499104072,1.1981462072312534
2025-04-30,0.04592190103219031,1.2990892598140116
2025-05-30,0.024452729118450083,1.3553082667033811
2025-06-30,0.013780970484620354,1.3877667004090029
2025-07-31,0.0036979766333139876,1.396596605872921
2025-08-29,0.07081903227159289,1.5663212582462251
2025-09-30,0.006747613136530656,1.5836378012809256
2025-10-31,0.011843307492992838,1.6142366182120158
2025-11-28,0.030714868281372744,1.694532551596739
2025-12-31,-0.005548144127900081,1.6795828966431623
