RebalanceDate,ISIN,Weight
2015-12-31,JP3951600000,0.0
2015-12-31,JP3955000009,0.0
2015-12-31,JP3967200001,0.0
2015-12-31,JP3973400009,1.0030699229242941e-19
2015-12-31,JP3977400005,0.04997098051941237
2015-12-31,JP3982100004,0.04896872276248599
2015-12-31,JP3982800009,1.2006368212896566e-19
2015-12-31,JP3992400006,0.03164203150525019
2015-12-31,KYG0535Q1331,0.0
2015-12-31,KYG2108Y1052,0.0
2015-12-31,KYG210961051,0.0
2015-12-31,KYG217651051,0.0
2015-12-31,KYG525621408,0.0
2015-12-31,KYG5427W1309,0.0
2015-12-31,KYG548561284,0.0
2015-12-31,KYG9431R1039,0.0
2015-12-31,MU0117U00026,1.53797143322479e-18
2015-12-31,NZAIAE0002S6,0.0
2015-12-31,NZAIRE0001S2,0.0
2015-12-31,NZCENE0001S6,0.0
2015-12-31,NZFBUE0001S0,2.655983333585102e-19
2015-12-31,NZSKCE0001S2,0.0
2015-12-31,NZTELE0001S4,2.0148026301284078e-18
2015-12-31,SG0531000230,0.0
2015-12-31,SG1B51001017,0.0
2015-12-31,SG1F60858221,1.7310837254369751e-18
2015-12-31,SG1J26887955,0.0
2015-12-31,SG1L01001701,0.0
2015-12-31,SG1M31001969,2.186955043206146e-18
2015-12-31,SG1M51904654,1.4384883108278547e-20
2015-12-31,SG1M77906915,5.93704545445066e-20
2015-12-31,SG1N31909426,0.0
2015-12-31,SG1P66918738,5.119870435113757e-19
2015-12-31,SG1R50925390,0.0
2015-12-31,SG1R89002252,0.0
2015-12-31,SG1S04926220,0.0
2015-12-31,SG1S76928401,0.0
2015-12-31,SG1S83002349,0.0
2015-12-31,SG1T58930911,0.0
2015-12-31,SG1T75931496,2.3382476260227794e-18
2015-12-31,SG1U68934629,1.265041220057848e-19
2015-12-31,SG1V61937297,1.5682505561561627e-19
2015-12-31,SG2B80958517,0.0011532648175143008
2015-12-31,SG9999000020,0.0
2015-12-31,SG9999003735,3.2726564282104864e-18
2015-12-31,SGXE21576413,2.3014974014344955e-20
2015-12-31,SGXE34184239,3.3255649953353025e-19
2015-12-31,US89677Q1076,0.0
2016-12-30,AU000000ABC7,0.0
2016-12-30,AU000000ALL7,6.426762837857409e-20
2016-12-30,AU000000AMP6,0.0
2016-12-30,AU000000ANN9,0.0
2016-12-30,AU000000ANZ3,0.0
2016-12-30,AU000000APA1,0.0
2016-12-30,AU000000ASX7,0.0
2016-12-30,AU000000BEN6,0.0
2016-12-30,AU000000BHP4,1.1948314125584018e-18
2016-12-30,AU000000BLD2,0.0
2016-12-30,AU000000BOQ8,6.995079589913759e-19
2016-12-30,AU000000BPT9,0.0
2016-12-30,AU000000BSL0,0.0
2016-12-30,AU000000BWP3,0.0
2016-12-30,AU000000CBA7,3.398354393692401e-19
2016-12-30,AU000000CGF5,5.45481085451647e-18
2016-12-30,AU000000CIM7,0.0
2016-12-30,AU000000COH5,2.5984854331248294e-19
2016-12-30,AU000000CPU5,0.0
2016-12-30,AU000000CQR9,0.0
2016-12-30,AU000000CSL8,2.5787281818527054e-18
2016-12-30,AU000000CSR5,0.0
2016-12-30,AU000000CWY3,1.8958505748886439e-19
2016-12-30,AU000000DOW2,6.341542622190958e-19
2016-12-30,AU000000DXS1,1.1547423399653125e-18
2016-12-30,AU000000ELD6,0.0
2016-12-30,AU000000ERA9,0.0
2016-12-30,AU000000FLT9,1.3203201514706554e-18
2016-12-30,AU000000GMG2,3.659269547109963e-18
2016-12-30,AU000000GPT8,5.60993991299141e-19
2016-12-30,AU000000GWA4,0.0
2016-12-30,AU000000HIL8,0.0
2016-12-30,AU000000HVN7,1.3553464879525094e-18
2016-12-30,AU000000IAG3,0.0
2016-12-30,AU000000IFL2,0.0
2016-12-30,AU000000IGO4,0.0
2016-12-30,AU000000ILU1,0.0
2016-12-30,AU000000IRE2,2.2215010449168313e-18
2016-12-30,AU000000IVC8,5.35216380014613e-19
2016-12-30,AU000000JBH7,6.453661079691625e-19
2016-12-30,AU000000LLC3,4.573342300652217e-19
2016-12-30,AU000000MAH3,1.2728357611950557e-18
2016-12-30,AU000000MGR9,8.143795665783182e-19
2016-12-30,AU000000MGX7,1.4233232354669914e-18
2016-12-30,AU000000MND5,0.0
2016-12-30,AU000000MQG1,0.0
2016-12-30,AU000000MTS0,0.0
2016-12-30,AU000000NAB4,3.271790774790882e-20
2016-12-30,AU000000NCM7,3.240496002253701e-19
2016-12-30,AU000000ORG5,1.5126060968999197e-18
2016-12-30,AU000000ORI1,7.849918546275769e-19
2016-12-30,AU000000OZL8,0.0
2016-12-30,AU000000PPT9,0.0
2016-12-30,AU000000QAN2,5.648033411188825e-19
2016-12-30,AU000000QBE9,3.5941518278674716e-20
2016-12-30,AU000000RHC8,0.0
2016-12-30,AU000000SBM8,0.0018750708721983495
2016-12-30,AU000000SDG6,0.0
2016-12-30,AU000000SEK6,4.2944205073743614e-19
2016-12-30,AU000000SGM7,0.0
2016-12-30,AU000000SGP0,0.0
2016-12-30,AU000000SHL7,1.6378986643357791e-18
2016-12-30,AU000000SIG5,1.0711756528415494e-18
2016-12-30,AU000000STO6,1.76973546500446e-18
2016-12-30,AU000000SUN6,4.0845813352088686e-19
2016-12-30,AU000000SWM4,0.0
2016-12-30,AU000000SXL4,1.1144119071576558e-18
2016-12-30,AU000000TAH8,1.0436237795887219e-18
2016-12-30,AU000000TCL6,0.0
2016-12-30,AU000000TLS2,3.4827380708394226e-19
2016-12-30,AU000000WBC1,0.0
2016-12-30,AU000000WES1,0.0
2016-12-30,AU000000WOR2,2.9763899092254013e-18
2016-12-30,AU000000WOW2,1.7823154286261166e-19
2016-12-30,AU0000032187,5.514651144925204e-19
2016-12-30,AU0000033359,9.075298658189375e-19
2016-12-30,AU0000038911,6.026369542929098e-19
2016-12-30,AU0000088338,3.8506784921381537e-19
2016-12-30,AU0000224040,5.96047844112575e-19
2016-12-30,BMG2108M2182,0.0
2016-12-30,BMG2178K1009,0.05772949263528595
2016-12-30,BMG2442N1048,3.5448810118110885e-18
2016-12-30,BMG2624N1535,0.000991988054598315
2016-12-30,BMG4600H1198,0.0
2016-12-30,BMG507361001,0.0015364851804612258
2016-12-30,BMG524401079,0.0
2016-12-30,BMG5320C1082,0.0
2016-12-30,BMG668971101,4.769905352163597e-18
2016-12-30,BMG677491539,0.0
2016-12-30,BMG684371393,1.1918093681592647e-18
2016-12-30,BMG8063F1068,0.0
2016-12-30,BMG8403G1033,0.00017724199466730254
2016-12-30,BMG988031446,0.01773678966240425
2016-12-30,HK0000049939,2.4651598552869556e-18
2016-12-30,HK0000055878,0.01848434725155834
2016-12-30,HK0000139300,2.2270776831335003e-18
2016-12-30,HK0000592854,1.021873451514192e-18
2016-12-30,HK0000608585,0.0
2016-12-30,HK0000745908,0.0
2016-12-30,HK0002007356,0.11802959028775743
2016-12-30,HK0003000038,0.015827603319387415
2016-12-30,HK0004000045,2.150547974296091e-18
2016-12-30,HK0006000050,0.07827838235414016
2016-12-30,HK0008011667,1.8201307772482e-18
2016-12-30,HK0010000088,0.0
2016-12-30,HK0011000095,2.724225931223189e-18
2016-12-30,HK0012000102,0.0
2016-12-30,HK0014000126,5.169953688911606e-19
2016-12-30,HK0016000132,0.0
2016-12-30,HK0019000162,2.4408101891524056e-18
2016-12-30,HK0023000190,1.332820008663152e-18
2016-12-30,HK0066009694,0.0
2016-12-30,HK0083000502,0.0
2016-12-30,HK0101000591,0.0
2016-12-30,HK0144000764,3.332771194957983e-19
2016-12-30,HK0165000859,0.0
2016-12-30,HK0200030994,4.836976246856103e-19
2016-12-30,HK0242001243,0.0
2016-12-30,HK0270001396,0.02204673358798673
2016-12-30,HK0291001490,0.0
2016-12-30,HK0293001514,1.2038332507492686e-18
2016-12-30,HK0308001558,0.0
2016-12-30,HK0363006039,0.0
2016-12-30,HK0388045442,7.410919390705045e-19
2016-12-30,HK0392044647,0.04997472270101721
2016-12-30,HK0440001847,8.377162491694357e-20
2016-12-30,HK0688002218,0.0009112380852835862
2016-12-30,HK0823032773,0.037778997729131375
2016-12-30,HK0836012952,6.558351790765654e-19
2016-12-30,HK2380027329,0.0
2016-12-30,HK2388011192,0.0
2016-12-30,IE00BKVD2N49,1.9417833251381777e-18
2016-12-30,JP3027670003,1.1963765987850665e-19
2016-12-30,JP3027680002,0.0
2016-12-30,JP3039710003,0.0
2016-12-30,JP3040890000,0.0
2016-12-30,JP3102000001,0.0
2016-12-30,JP3108600002,0.0
2016-12-30,JP3111200006,0.0
2016-12-30,JP3112000009,0.0
2016-12-30,JP3116000005,0.0
2016-12-30,JP3118000003,4.892094334726808e-19
2016-12-30,JP3119600009,0.000558190652999319
2016-12-30,JP3122400009,0.0
2016-12-30,JP3122800000,9.375089693814595e-19
2016-12-30,JP3125800007,0.0
2016-12-30,JP3126340003,2.405328114747669e-19
2016-12-30,JP3126400005,1.6767444969558597e-18
2016-12-30,JP3131400008,0.0
2016-12-30,JP3131430005,0.0
2016-12-30,JP3134800006,0.0
2016-12-30,JP3137200006,0.0
2016-12-30,JP3143000002,0.001375043761921852
2016-12-30,JP3143600009,0.0
2016-12-30,JP3148800000,1.2939023063176054e-18
2016-12-30,JP3152740001,0.028821370027896306
2016-12-30,JP3156400008,1.0451463581669736e-18
2016-12-30,JP3158800007,2.0720520381583593e-18
2016-12-30,JP3160400002,9.577055327989076e-19
2016-12-30,JP3162600005,1.2067867364494636e-18
2016-12-30,JP3164630000,0.0
2016-12-30,JP3164800009,0.0
2016-12-30,JP3165600002,0.0
2016-12-30,JP3165700000,6.34563179056596e-19
2016-12-30,JP3166000004,5.062977624439734e-19
2016-12-30,JP3172100004,2.1123723412933866e-18
2016-12-30,JP3173400007,0.0
2016-12-30,JP3174410005,5.103286038098521e-19
2016-12-30,JP3180400008,4.366334089137762e-05
2016-12-30,JP3190000004,2.841836552404126e-18
2016-12-30,JP3194000000,0.0
2016-12-30,JP3196000008,3.53189845537566e-20
2016-12-30,JP3197600004,1.457674493532279e-18
2016-12-30,JP3197800000,1.473250845400228e-19
2016-12-30,JP3198900007,0.010241325842818536
2016-12-30,JP3200450009,2.268865221728746e-18
2016-12-30,JP3201200007,1.5959139505410191e-19
2016-12-30,JP3203500008,2.947518460859286e-19
2016-12-30,JP3205800000,0.0
2016-12-30,JP3209000003,0.0
2016-12-30,JP3210200006,1.5713662523905495e-19
2016-12-30,JP3215800008,0.0
2016-12-30,JP3218900003,5.652625819032923e-19
2016-12-30,JP3219000001,0.0
2016-12-30,JP3223800008,1.5736553882058497e-18
2016-12-30,JP3224200000,0.0
2016-12-30,JP3228600007,0.0028688946759480825
2016-12-30,JP3229400001,0.0
2016-12-30,JP3236200006,0.0
2016-12-30,JP3240400006,2.0031336470303168e-18
2016-12-30,JP3242800005,1.2602096152835727e-18
2016-12-30,JP3243600008,0.011943903191797264
2016-12-30,JP3246400000,0.0
2016-12-30,JP3249600002,1.2566529665409627e-19
2016-12-30,JP3256000005,0.0
2016-12-30,JP3258000003,0.0
2016-12-30,JP3260800002,0.031787341645118365
2016-12-30,JP3263000006,0.0003169186206165374
2016-12-30,JP3266400005,1.9838822070994734e-18
2016-12-30,JP3268950007,4.6013829037678316e-20
2016-12-30,JP3269600007,1.5849083751806833e-18
2016-12-30,JP3270000007,0.0
2016-12-30,JP3271400008,2.1808622282871085e-19
2016-12-30,JP3274400005,5.306191070127555e-19
2016-12-30,JP3276400003,2.5013138579537187e-20
2016-12-30,JP3277800003,0.0
2016-12-30,JP3278600006,0.0
2016-12-30,JP3280200001,0.010331009564288401
2016-12-30,JP3283650004,2.0124718566046892e-19
2016-12-30,JP3289800009,2.057663811509856e-18
2016-12-30,JP3292200007,0.0
2016-12-30,JP3293200006,0.0
2016-12-30,JP3294460005,0.0
2016-12-30,JP3300200007,2.6553213377537377e-18
2016-12-30,JP3300600008,0.0
2016-12-30,JP3304200003,2.7423558395643184e-20
2016-12-30,JP3305530002,6.534183381875656e-19
2016-12-30,JP3305800009,0.0
2016-12-30,JP3320800000,0.0
2016-12-30,JP3322930003,0.0
2016-12-30,JP3326410002,0.014632293647599135
2016-12-30,JP3336000009,8.801734751717038e-19
2016-12-30,JP3336600006,2.7111540274947935e-18
2016-12-30,JP3347200002,1.1282636474698407e-20
2016-12-30,JP3350800003,1.2690169882074195e-19
2016-12-30,JP3351100007,0.0
2016-12-30,JP3351500008,0.0
2016-12-30,JP3351600006,7.568079912886573e-19
2016-12-30,JP3352000008,0.0
2016-12-30,JP3352400000,0.0
2016-12-30,JP3357200009,0.019706737918530066
2016-12-30,JP3358000002,0.0
2016-12-30,JP3358200008,3.1121697096024076e-19
2016-12-30,JP3358800005,0.0012783261036006975
2016-12-30,JP3359600008,0.029740790052584933
2016-12-30,JP3362700001,2.444818214341115e-19
2016-12-30,JP3368000000,1.5972202529806092e-18
2016-12-30,JP3371200001,0.0
2016-12-30,JP3375800004,0.0
2016-12-30,JP3381000003,0.0
2016-12-30,JP3385820000,1.8475137912059647e-18
2016-12-30,JP3385980002,0.0
2016-12-30,JP3386030005,1.29501478315713e-18
2016-12-30,JP3388200002,0.0
2016-12-30,JP3389900006,7.404923212948894e-19
2016-12-30,JP3397200001,1.9391055873044805e-18
2016-12-30,JP3398000004,0.0
2016-12-30,JP3399400005,4.0193521946140636e-19
2016-12-30,JP3400900001,0.02568163137964591
2016-12-30,JP3401400001,0.0
2016-12-30,JP3402600005,1.4220754829588814e-19
2016-12-30,JP3404200002,8.872736867809091e-19
2016-12-30,JP3404600003,6.400793769000775e-19
2016-12-30,JP3405400007,1.2283186731327505e-18
2016-12-30,JP3407200009,5.657228053425593e-19
2016-12-30,JP3407400005,1.855370050387826e-18
2016-12-30,JP3409000001,1.0707735269127598e-19
2016-12-30,JP3411000007,0.0
2016-12-30,JP3414750004,1.7348066623574425e-18
2016-12-30,JP3415400005,0.0
2016-12-30,JP3419050004,2.7005280378571446e-18
2016-12-30,JP3419400001,0.0
2016-12-30,JP3420600003,3.216414870822607e-20
2016-12-30,JP3421100003,1.6333625414033774e-18
2016-12-30,JP3421800008,4.3235319843034104e-19
2016-12-30,JP3425000001,3.1026447024854256e-19
2016-12-30,JP3429800000,0.05244276942710256
2016-12-30,JP3435000009,2.056614566349461e-18
2016-12-30,JP3436100006,0.0
2016-12-30,JP3443600006,4.388431487280284e-21
2016-12-30,JP3449020001,0.0
2016-12-30,JP3452000007,4.714550207647187e-19
2016-12-30,JP3456000003,0.0
2016-12-30,JP3459600007,0.0
2016-12-30,JP3463000004,1.3633710253507157e-18
2016-12-30,JP3475350009,0.0
2016-12-30,JP3481800005,0.0
2016-12-30,JP3485800001,4.850197203470869e-19
2016-12-30,JP3486800000,1.0972893204574154e-18
2016-12-30,JP3491000000,1.0809942861817323e-18
2016-12-30,JP3493400000,5.02543080655117e-19
2016-12-30,JP3493800001,1.4947754135018822e-18
2016-12-30,JP3494600004,0.0
2016-12-30,JP3495000006,3.366645244409329e-20
2016-12-30,JP3496400007,2.1863407944605037e-19
2016-12-30,JP3499800005,1.9342228026220357e-18
2016-12-30,JP3502200003,1.4157076326189019e-18
2016-12-30,JP3505000004,1.4037908226876989e-18
2016-12-30,JP3511800009,0.0
2016-12-30,JP3519400000,0.0
2016-12-30,JP3522200009,2.3345088872312412e-18
2016-12-30,JP3526600006,1.0466040254093668e-18
2016-12-30,JP3528600004,1.909937224141783e-18
2016-12-30,JP3535800001,1.9733919945599146e-18
2016-12-30,JP3538800008,0.0
2016-12-30,JP3539220008,1.3075496791694024e-19
2016-12-30,JP3544000007,5.343180674048727e-19
2016-12-30,JP3546800008,1.5293815083188617e-18
2016-12-30,JP3548610009,0.0
2016-12-30,JP3549600009,1.3422769158573216e-18
2016-12-30,JP3551200003,3.1353338845035104e-19
2016-12-30,JP3551500006,1.4825556704023125e-19
2016-12-30,JP3551520004,0.0
2016-12-30,JP3560800009,1.3197291227810187e-18
2016-12-30,JP3566800003,4.388794361441796e-19
2016-12-30,JP3571400005,0.0
2016-12-30,JP3573000001,0.02498179907370941
2016-12-30,JP3574200006,2.37238253684145e-19
2016-12-30,JP3579800008,2.6605880975487546e-18
2016-12-30,JP3582600007,6.646533493033811e-19
2016-12-30,JP3585800000,0.0
2016-12-30,JP3588600001,0.0
2016-12-30,JP3592200004,1.7095749067366922e-18
2016-12-30,JP3595200001,0.0
2016-12-30,JP3596200000,0.0
2016-12-30,JP3597800006,1.2304714287991915e-18
2016-12-30,JP3598600009,0.0
2016-12-30,JP3599000001,2.1634701823020627e-19
2016-12-30,JP3600200004,0.0010675061074514737
2016-12-30,JP3605400005,1.0839963035584453e-18
2016-12-30,JP3613000003,0.03848049551853642
2016-12-30,JP3613400005,0.0
2016-12-30,JP3619800000,0.0
2016-12-30,JP3621000003,0.0
2016-12-30,JP3625000009,0.0
2016-12-30,JP3626800001,6.335401602042679e-19
2016-12-30,JP3629000005,0.0
2016-12-30,JP3633400001,7.492113415406152e-20
2016-12-30,JP3634200004,1.331981683631936e-18
2016-12-30,JP3634600005,4.5481981830679e-19
2016-12-30,JP3635000007,0.0
2016-12-30,JP3635400009,0.0
2016-12-30,JP3637300009,0.0
2016-12-30,JP3638600001,1.757781044629084e-18
2016-12-30,JP3657400002,9.676286217360043e-19
2016-12-30,JP3659000008,0.0
2016-12-30,JP3663900003,0.0
2016-12-30,JP3665200006,4.883133325100901e-18
2016-12-30,JP3667600005,9.317543797778538e-19
2016-12-30,JP3670800006,1.1719235225904464e-18
2016-12-30,JP3672400003,0.0
2016-12-30,JP3675600005,5.263909316594149e-18
2016-12-30,JP3676800000,7.661494418706186e-19
2016-12-30,JP3678000005,9.93948064381619e-19
2016-12-30,JP3684000007,0.0
2016-12-30,JP3684400009,1.8682304843380087e-18
2016-12-30,JP3686800008,4.2524858730305575e-19
2016-12-30,JP3688370000,1.0921462533246727e-18
2016-12-30,JP3689500001,0.008013509478233592
2016-12-30,JP3695200000,5.634255718195037e-19
2016-12-30,JP3711200000,0.013182023494370386
2016-12-30,JP3711600001,1.82446386073468e-19
2016-12-30,JP3718800000,1.3796357664280519e-18
2016-12-30,JP3720800006,1.2475020990090653e-20
2016-12-30,JP3721400004,1.488743163508145e-18
2016-12-30,JP3726200003,9.165293695598218e-19
2016-12-30,JP3726800000,7.508376271137257e-19
2016-12-30,JP3732200005,5.268386557787837e-19
2016-12-30,JP3733000008,2.3627781253377546e-19
2016-12-30,JP3733400000,1.5379490642026058e-18
2016-12-30,JP3734800000,3.320862560063397e-05
2016-12-30,JP3735400008,0.0
2016-12-30,JP3738600000,0.0
2016-12-30,JP3742600004,0.0
2016-12-30,JP3743000006,3.894353138652987e-18
2016-12-30,JP3753000003,0.0
2016-12-30,JP3756100008,0.0002758159233823205
2016-12-30,JP3756600007,0.0
2016-12-30,JP3762600009,5.7493688257980595e-19
2016-12-30,JP3762800005,0.0
2016-12-30,JP3765400001,3.2635892822849034e-05
2016-12-30,JP3766550002,0.0
2016-12-30,JP3769000005,8.162594870058382e-19
2016-12-30,JP3771800004,2.4287385539888412e-18
2016-12-30,JP3774200004,0.006724154292846538
2016-12-30,JP3778630008,4.094444502005337e-19
2016-12-30,JP3780100008,1.1664872203177593e-18
2016-12-30,JP3783420007,1.4892647688912605e-18
2016-12-30,JP3783600004,5.399582646685882e-19
2016-12-30,JP3786200000,0.0116996339140087
2016-12-30,JP3787000003,0.0
2016-12-30,JP3788600009,1.0003158221406707e-18
2016-12-30,JP3789000001,1.4364991798269444e-18
2016-12-30,JP3791200003,1.2089862490579857e-18
2016-12-30,JP3792600003,1.8927216795554085e-18
2016-12-30,JP3796150005,9.562288940839147e-20
2016-12-30,JP3799000009,3.1288580283699265e-18
2016-12-30,JP3802300008,0.006050164917508333
2016-12-30,JP3802400006,2.0706122726221185e-18
2016-12-30,JP3811000003,1.6398034263198416e-18
2016-12-30,JP3814000000,0.0
2016-12-30,JP3814800003,0.018949167966729137
2016-12-30,JP3818000006,8.090931378343727e-19
2016-12-30,JP3819400007,9.149160266253484e-19
2016-12-30,JP3820000002,7.541093610270831e-19
2016-12-30,JP3826800009,2.002638010340794e-19
2016-12-30,JP3827200001,1.402891568732332e-18
2016-12-30,JP3830000000,7.3673267362395625e-19
2016-12-30,JP3830800003,2.1724485235351523e-18
2016-12-30,JP3834800009,9.41361364028324e-19
2016-12-30,JP3835620000,0.01988337147443056
2016-12-30,JP3837800006,1.5532238675468087e-18
2016-12-30,JP3841800000,0.0
2016-12-30,JP3845400005,1.7099069563941349e-19
2016-12-30,JP3850200001,2.1650767389020363e-19
2016-12-30,JP3854600008,0.0
2016-12-30,JP3862400003,0.0
2016-12-30,JP3863800003,1.1033922001129217e-18
2016-12-30,JP3866800000,0.0
2016-12-30,JP3868400007,5.255362863834825e-19
2016-12-30,JP3869010003,0.0235200522601123
2016-12-30,JP3870000001,7.811432480749869e-19
2016-12-30,JP3870400003,0.0
2016-12-30,JP3877600001,1.085026306199846e-18
2016-12-30,JP3885400006,1.593490808239779e-19
2016-12-30,JP3888300005,3.820122693157509e-19
2016-12-30,JP3888400003,2.0104945827465926e-18
2016-12-30,JP3890310000,9.792419573992524e-19
2016-12-30,JP3890350006,3.7617855698180486e-19
2016-12-30,JP3891600003,1.702930320386257e-18
2016-12-30,JP3893200000,2.8491156248709026e-19
2016-12-30,JP3893600001,2.95761480357845e-18
2016-12-30,JP3894900004,7.3205111532485e-19
2016-12-30,JP3896800004,6.130266643438966e-19
2016-12-30,JP3898400001,7.972677153562019e-19
2016-12-30,JP3899600005,0.0
2016-12-30,JP3900000005,7.3633869478073045e-19
2016-12-30,JP3901200000,7.665527268253116e-19
2016-12-30,JP3902000003,0.0
2016-12-30,JP3902400005,9.491557823558287e-19
2016-12-30,JP3902900004,0.0
2016-12-30,JP3903000002,0.0
2016-12-30,JP3906000009,0.0017761011884236007
2016-12-30,JP3910660004,9.316855310280206e-19
2016-12-30,JP3914400001,0.0
2016-12-30,JP3919800007,0.0
2016-12-30,JP3931600005,4.55304264935786e-19
2016-12-30,JP3933800009,0.0
2016-12-30,JP3935600001,0.0
2016-12-30,JP3939000000,3.870542596904022e-18
2016-12-30,JP3940000007,9.470109832205145e-19
2016-12-30,JP3940400009,0.0
2016-12-30,JP3942400007,0.0
2016-12-30,JP3942600002,0.0
2016-12-30,JP3942800008,0.0
2016-12-30,JP3944130008,0.014342239138764023
2016-12-30,JP3951200009,0.056064030120133966
2016-12-30,JP3951600000,0.0
2016-12-30,JP3955000009,1.5311639501632187e-18
2016-12-30,JP3967200001,1.3420082245149383e-18
2016-12-30,JP3973400009,0.0
2016-12-30,JP3977400005,0.040020864252861645
2016-12-30,JP3982100004,0.03952149404070088
2016-12-30,JP3982800009,1.0237398070976951e-19
2016-12-30,JP3992400006,2.4868845470958616e-18
2016-12-30,KYG0535Q1331,2.640678936579867e-19
2016-12-30,KYG2108Y1052,9.879490879015534e-06
2016-12-30,KYG210961051,2.6868259911565925e-20
2016-12-30,KYG217651051,3.5817569069395993e-19
2016-12-30,KYG525621408,0.0
2016-12-30,KYG5427W1309,7.716372579169079e-19
2016-12-30,KYG548561284,6.696390843869912e-19
2016-12-30,KYG9431R1039,0.01222295925925725
2016-12-30,MU0117U00026,0.0
2016-12-30,NZAIAE0002S6,1.6610463278461206e-20
2016-12-30,NZAIRE0001S2,3.9640597199506715e-19
2016-12-30,NZCENE0001S6,0.0
2016-12-30,NZFBUE0001S0,8.502441433230693e-19
2016-12-30,NZSKCE0001S2,1.0025432567852682e-18
2016-12-30,NZTELE0001S4,0.0
2016-12-30,SG0531000230,4.1456760656994466e-19
2016-12-30,SG1B51001017,2.449206039431798e-19
2016-12-30,SG1F60858221,2.079487581885299e-20
2016-12-30,SG1J26887955,1.8935830264362677e-18
2016-12-30,SG1L01001701,6.989944438230575e-19
2016-12-30,SG1M31001969,6.1767538006326595e-19
2016-12-30,SG1M51904654,2.083085022068026e-18
2016-12-30,SG1M77906915,0.0
2016-12-30,SG1N31909426,1.1607546685065643e-18
2016-12-30,SG1P66918738,1.2656535219225806e-18
2016-12-30,SG1R50925390,0.0
2016-12-30,SG1R89002252,0.0
2016-12-30,SG1S04926220,0.0
2016-12-30,SG1S76928401,0.0
2016-12-30,SG1S83002349,1.4575338002539482e-18
2016-12-30,SG1T58930911,4.2738003541562316e-19
2016-12-30,SG1T75931496,0.0
2016-12-30,SG1U68934629,1.1787452858930296e-19
2016-12-30,SG1V61937297,1.3387442588746952e-18
2016-12-30,SG2B80958517,2.5275762161966816e-18
2016-12-30,SG9999000020,1.422249882204408e-18
2016-12-30,SG9999003735,4.276434550295516e-19
2016-12-30,SGXE21576413,7.899523219722499e-19
2016-12-30,SGXE34184239,5.381579629161221e-19
2016-12-30,US89677Q1076,0.0
2017-12-29,AU000000ABC7,0.0
2017-12-29,AU000000ALL7,0.0
2017-12-29,AU000000AMP6,2.5481093102268077e-19
2017-12-29,AU000000ANN9,0.0
2017-12-29,AU000000ANZ3,0.0
2017-12-29,AU000000APA1,0.0
2017-12-29,AU000000ASX7,3.2923885908490596e-19
2017-12-29,AU000000BEN6,0.0
2017-12-29,AU000000BHP4,1.5214579028350997e-18
2017-12-29,AU000000BLD2,2.741780725812511e-19
2017-12-29,AU000000BOQ8,7.554309317107718e-19
2017-12-29,AU000000BPT9,0.0
2017-12-29,AU000000BSL0,1.1514266812716973e-18
2017-12-29,AU000000BWP3,0.0
2017-12-29,AU000000CBA7,3.439856905812273e-19
2017-12-29,AU000000CGF5,0.0
2017-12-29,AU000000CIM7,0.0
2017-12-29,AU000000COH5,2.933497120184226e-18
2017-12-29,AU000000CPU5,1.7546605029371033e-18
2017-12-29,AU000000CQR9,0.0
2017-12-29,AU000000CSL8,0.0
2017-12-29,AU000000CSR5,8.497032410550159e-21
2017-12-29,AU000000CWY3,9.125201243455066e-19
2017-12-29,AU000000DOW2,0.0
2017-12-29,AU000000DXS1,0.0
2017-12-29,AU000000ELD6,0.0
2017-12-29,AU000000ERA9,1.6288277056869386e-18
2017-12-29,AU000000FLT9,1.7065195621319898e-19
2017-12-29,AU000000GMG2,1.6615587316683274e-18
2017-12-29,AU000000GPT8,4.559798410369636e-19
2017-12-29,AU000000GWA4,3.425664933468054e-18
2017-12-29,AU000000HIL8,4.55097688311958e-19
2017-12-29,AU000000HVN7,0.0
2017-12-29,AU000000IAG3,0.0
2017-12-29,AU000000IFL2,0.0
2017-12-29,AU000000IGO4,4.356786141971716e-18
2017-12-29,AU000000ILU1,6.37376323683083e-19
2017-12-29,AU000000IRE2,0.0
2017-12-29,AU000000IVC8,8.136071097684404e-19
2017-12-29,AU000000JBH7,1.6324322977524688e-18
2017-12-29,AU000000LLC3,0.0
2017-12-29,AU000000MAH3,0.0
2017-12-29,AU000000MGR9,0.0
2017-12-29,AU000000MGX7,0.0
2017-12-29,AU000000MND5,1.3097108628057432e-18
2017-12-29,AU000000MQG1,0.0
2017-12-29,AU000000MTS0,5.914846851438766e-19
2017-12-29,AU000000NAB4,1.512306807511639e-18
2017-12-29,AU000000NCM7,2.064793706833402e-18
2017-12-29,AU000000ORG5,0.0
2017-12-29,AU000000ORI1,0.0
2017-12-29,AU000000OZL8,0.0
2017-12-29,AU000000PPT9,1.86900914456508e-18
2017-12-29,AU000000QAN2,1.2694782002529671e-18
2017-12-29,AU000000QBE9,2.750159598766477e-19
2017-12-29,AU000000RHC8,0.0
2017-12-29,AU000000SBM8,0.0023515161516524047
2017-12-29,AU000000SDG6,1.6894778880384378e-18
2017-12-29,AU000000SEK6,0.0
2017-12-29,AU000000SGM7,0.0
2017-12-29,AU000000SGP0,0.0
2017-12-29,AU000000SHL7,1.8341897147079538e-18
2017-12-29,AU000000SIG5,3.984442983884229e-18
2017-12-29,AU000000STO6,0.0
