RebalanceDate,ISIN,Weight
2013-12-31,JP3792600003,3.15678632740881e-19
2013-12-31,JP3796150005,0.0
2013-12-31,JP3799000009,0.0
2013-12-31,JP3802300008,1.2870508134454131e-18
2013-12-31,JP3802400006,1.0503208545953324e-18
2013-12-31,JP3811000003,1.4972595631313766e-19
2013-12-31,JP3814000000,3.2786415049061534e-19
2013-12-31,JP3814800003,1.4723974116080104e-18
2013-12-31,JP3818000006,0.0
2013-12-31,JP3819400007,0.0
2013-12-31,JP3820000002,1.8486658634555003e-19
2013-12-31,JP3826800009,5.364048530471254e-20
2013-12-31,JP3827200001,8.580549040059697e-20
2013-12-31,JP3830000000,0.0
2013-12-31,JP3830800003,1.2938266756224786e-18
2013-12-31,JP3834800009,0.0
2013-12-31,JP3835620000,0.0
2013-12-31,JP3837800006,3.0626565198405034e-18
2013-12-31,JP3841800000,8.850110960889559e-19
2013-12-31,JP3845400005,0.0
2013-12-31,JP3850200001,0.0003097424578938934
2013-12-31,JP3854600008,1.6736844986944056e-19
2013-12-31,JP3862400003,0.0
2013-12-31,JP3863800003,0.0
2013-12-31,JP3866800000,0.0
2013-12-31,JP3868400007,1.49169988649199e-18
2013-12-31,JP3869010003,0.0
2013-12-31,JP3870000001,0.0
2013-12-31,JP3870400003,0.0
2013-12-31,JP3877600001,0.0
2013-12-31,JP3885400006,0.0
2013-12-31,JP3888300005,1.235136992693809e-19
2013-12-31,JP3888400003,9.139928923328279e-19
2013-12-31,JP3890310000,0.0
2013-12-31,JP3890350006,0.0
2013-12-31,JP3891600003,6.685987850514399e-19
2013-12-31,JP3893200000,0.0
2013-12-31,JP3893600001,4.932717860148237e-19
2013-12-31,JP3894900004,0.0
2013-12-31,JP3896800004,6.7784245057185425e-19
2013-12-31,JP3898400001,7.417209381913156e-19
2013-12-31,JP3899600005,4.706676306028151e-19
2013-12-31,JP3900000005,0.0
2013-12-31,JP3901200000,0.0
2013-12-31,JP3902000003,7.622623373339358e-19
2013-12-31,JP3902400005,9.124606019462075e-19
2013-12-31,JP3902900004,1.9440625521043557e-18
2013-12-31,JP3903000002,0.0
2013-12-31,JP3906000009,0.011832516231806312
2013-12-31,JP3910660004,0.0
2013-12-31,JP3914400001,0.0
2013-12-31,JP3919800007,4.298987340630254e-19
2013-12-31,JP3931600005,1.2050331944015684e-18
2013-12-31,JP3933800009,0.0
2013-12-31,JP3935600001,1.358103306414213e-19
2013-12-31,JP3939000000,3.9621467800901908e-19
2013-12-31,JP3940000007,1.1330391766800704e-18
2013-12-31,JP3940400009,2.0812744957431757e-19
2013-12-31,JP3942400007,0.0
2013-12-31,JP3942600002,1.343879549380238e-19
2013-12-31,JP3942800008,5.125939730487029e-19
2013-12-31,JP3944130008,1.9413352621461468e-18
2013-12-31,JP3951200009,0.006113305124476792
2013-12-31,JP3951600000,0.01235738632090567
2013-12-31,JP3955000009,4.81813397696206e-19
2013-12-31,JP3967200001,0.0
2013-12-31,JP3973400009,1.7036124422360367e-19
2013-12-31,JP3977400005,0.0665155309161774
2013-12-31,JP3982100004,0.04602608967740446
2013-12-31,JP3982800009,4.842918385033413e-19
2013-12-31,JP3992400006,0.0402511372627153
2013-12-31,KYG0535Q1331,0.0
2013-12-31,KYG2108Y1052,0.0
2013-12-31,KYG210961051,0.0
2013-12-31,KYG217651051,4.1906873539713173e-19
2013-12-31,KYG525621408,0.0
2013-12-31,KYG5427W1309,5.796704258028791e-19
2013-12-31,KYG548561284,0.0
2013-12-31,MU0117U00026,0.0
2013-12-31,NZAIAE0002S6,0.0
2013-12-31,NZAIRE0001S2,0.0
2013-12-31,NZCENE0001S6,1.7138269188149302e-19
2013-12-31,NZFBUE0001S0,0.0
2013-12-31,NZSKCE0001S2,0.0
2013-12-31,NZTELE0001S4,1.6985856902760032e-18
2013-12-31,SG0531000230,0.0
2013-12-31,SG1B51001017,0.0
2013-12-31,SG1F60858221,1.2437855170604508e-18
2013-12-31,SG1J26887955,0.0
2013-12-31,SG1L01001701,2.0556106917348162e-19
2013-12-31,SG1M31001969,0.0
2013-12-31,SG1M51904654,0.0
2013-12-31,SG1M77906915,0.0
2013-12-31,SG1N31909426,1.2675275611840291e-18
2013-12-31,SG1P66918738,0.0
2013-12-31,SG1R50925390,0.0
2013-12-31,SG1R89002252,0.0
2013-12-31,SG1S04926220,0.0
2013-12-31,SG1S76928401,6.130003269864407e-19
2013-12-31,SG1S83002349,0.0
2013-12-31,SG1T58930911,2.4829526299393085e-19
2013-12-31,SG1T75931496,1.2216515721511724e-18
2013-12-31,SG1U68934629,0.0
2013-12-31,SG1V61937297,0.0
2013-12-31,SG2B80958517,0.039308403531555146
2013-12-31,SG9999000020,0.0
2013-12-31,SG9999003735,5.920365925133864e-19
2013-12-31,SGXE21576413,2.814902822792337e-19
2013-12-31,SGXE34184239,0.0
2013-12-31,US89677Q1076,8.752095865783816e-19
2014-12-31,AU000000ABC7,0.0
2014-12-31,AU000000ALL7,1.4732964515910693e-18
2014-12-31,AU000000AMP6,9.678052754371453e-19
2014-12-31,AU000000ANN9,0.0
2014-12-31,AU000000ANZ3,2.0351296349886504e-19
2014-12-31,AU000000APA1,0.0
2014-12-31,AU000000ASX7,1.3122916032810307e-18
2014-12-31,AU000000BEN6,0.0
2014-12-31,AU000000BHP4,5.856270394580936e-19
2014-12-31,AU000000BLD2,2.1642564816216604e-18
2014-12-31,AU000000BOQ8,3.44722961940505e-18
2014-12-31,AU000000BPT9,0.0
2014-12-31,AU000000BSL0,0.0
2014-12-31,AU000000BWP3,0.0
2014-12-31,AU000000CBA7,1.540797685102408e-18
2014-12-31,AU000000CGF5,1.3702735271140192e-18
2014-12-31,AU000000CIM7,0.0
2014-12-31,AU000000COH5,7.697443871694599e-19
2014-12-31,AU000000CPU5,0.0
2014-12-31,AU000000CQR9,8.879596105227011e-19
2014-12-31,AU000000CSL8,1.8438064284196617e-18
2014-12-31,AU000000CSR5,1.1247866582144196e-18
2014-12-31,AU000000CWY3,4.291799284491324e-18
2014-12-31,AU000000DOW2,2.013545071283703e-18
2014-12-31,AU000000DXS1,2.1867920121630086e-18
2014-12-31,AU000000ELD6,1.1251934133088841e-18
2014-12-31,AU000000ERA9,1.0194549484717028e-18
2014-12-31,AU000000FLT9,0.0
2014-12-31,AU000000GMG2,0.0
2014-12-31,AU000000GPT8,4.474608884049474e-19
2014-12-31,AU000000GWA4,1.6799414028451106e-18
2014-12-31,AU000000HIL8,1.0437104855471183e-18
2014-12-31,AU000000HVN7,0.0
2014-12-31,AU000000IAG3,7.268389306705857e-19
2014-12-31,AU000000IFL2,2.1705198178523968e-18
2014-12-31,AU000000IGO4,0.0
2014-12-31,AU000000ILU1,1.33463539889274e-18
2014-12-31,AU000000IRE2,1.4678926316994843e-18
2014-12-31,AU000000IVC8,3.081442913886724e-19
2014-12-31,AU000000JBH7,6.96808593476199e-20
2014-12-31,AU000000LLC3,1.280687608924121e-18
2014-12-31,AU000000MAH3,0.0
2014-12-31,AU000000MGR9,0.0
2014-12-31,AU000000MGX7,0.0
2014-12-31,AU000000MND5,0.0
2014-12-31,AU000000MQG1,0.0
2014-12-31,AU000000MTS0,1.7138533088957719e-18
2014-12-31,AU000000NAB4,0.0
2014-12-31,AU000000NCM7,0.0
2014-12-31,AU000000ORG5,3.435960723927173e-18
2014-12-31,AU000000ORI1,0.0
2014-12-31,AU000000OZL8,2.108750608134292e-18
2014-12-31,AU000000PPT9,0.0
2014-12-31,AU000000QAN2,1.342205250274469e-18
2014-12-31,AU000000QBE9,9.337705128360767e-19
2014-12-31,AU000000RHC8,1.0708807035261493e-18
2014-12-31,AU000000SBM8,0.006235092112453186
2014-12-31,AU000000SDG6,5.683544273079047e-19
2014-12-31,AU000000SEK6,3.03874131876333e-18
2014-12-31,AU000000SGM7,0.0
2014-12-31,AU000000SGP0,1.6904663811688166e-19
2014-12-31,AU000000SHL7,0.0
2014-12-31,AU000000SIG5,0.010067181168766134
2014-12-31,AU000000STO6,1.3683869465522668e-18
2014-12-31,AU000000SUN6,2.98257180015854e-19
2014-12-31,AU000000SWM4,0.0
2014-12-31,AU000000SXL4,1.117183601108163e-18
2014-12-31,AU000000TAH8,1.4013889651836572e-18
2014-12-31,AU000000TCL6,0.0
2014-12-31,AU000000TLS2,1.1509000276178662e-18
2014-12-31,AU000000WBC1,0.0
2014-12-31,AU000000WES1,0.0
2014-12-31,AU000000WOR2,2.269263225882211e-18
2014-12-31,AU000000WOW2,3.690495549881827e-19
2014-12-31,AU0000032187,1.468963542985337e-18
2014-12-31,AU0000033359,0.0
2014-12-31,AU0000038911,1.0007025913835708e-18
2014-12-31,AU0000088338,3.1307261946032957e-19
2014-12-31,AU0000224040,0.0
2014-12-31,BMG2108M2182,1.5609983549278929e-18
2014-12-31,BMG2178K1009,0.0490193544390512
2014-12-31,BMG2442N1048,0.0
2014-12-31,BMG2624N1535,0.00934761019516054
2014-12-31,BMG4600H1198,8.681549620214463e-19
2014-12-31,BMG507361001,0.018013230588670482
2014-12-31,BMG524401079,0.0
2014-12-31,BMG5320C1082,0.0
2014-12-31,BMG668971101,0.0
2014-12-31,BMG677491539,1.3623330189959279e-18
2014-12-31,BMG684371393,6.453080079912688e-19
2014-12-31,BMG8063F1068,0.0
2014-12-31,BMG8403G1033,0.015042512298452172
2014-12-31,BMG988031446,0.0
2014-12-31,HK0000049939,0.0138625899001097
2014-12-31,HK0000055878,0.01857892543427339
2014-12-31,HK0000139300,0.0
2014-12-31,HK0000592854,8.572991385722581e-19
2014-12-31,HK0000608585,1.9333078254638918e-18
2014-12-31,HK0000745908,0.0
2014-12-31,HK0002007356,0.11950317548801244
2014-12-31,HK0003000038,0.030923052095629875
2014-12-31,HK0004000045,2.585804647958511e-18
2014-12-31,HK0006000050,0.0828706689712423
2014-12-31,HK0008011667,0.0
2014-12-31,HK0010000088,5.543313816957417e-20
2014-12-31,HK0011000095,2.111711491314999e-18
2014-12-31,HK0012000102,0.0
2014-12-31,HK0014000126,4.0281507805819345e-19
2014-12-31,HK0016000132,2.123504249568098e-18
2014-12-31,HK0019000162,0.0
2014-12-31,HK0023000190,0.0
2014-12-31,HK0066009694,0.0
2014-12-31,HK0083000502,2.8810133033107286e-19
2014-12-31,HK0101000591,0.0
2014-12-31,HK0144000764,3.377334569428695e-19
2014-12-31,HK0165000859,0.0
2014-12-31,HK0200030994,0.0
2014-12-31,HK0242001243,0.0
2014-12-31,HK0270001396,0.0
2014-12-31,HK0291001490,0.0
2014-12-31,HK0293001514,2.754763034445712e-18
2014-12-31,HK0308001558,0.0
2014-12-31,HK0363006039,0.0
2014-12-31,HK0388045442,8.457312092065917e-19
2014-12-31,HK0392044647,0.03131957719893019
2014-12-31,HK0440001847,0.0
